id_transakcji,id_klienta,data_transakcji,metoda_platnosci,status
T00026229,K000295,2023-04-05,PayPal,Zrealizowane
T00026230,K000147,2023-04-05,PayPal,Zrealizowane
T00026231,K000940,2023-04-05,Karta kredytowa,Anulowane
T00026232,K000382,2023-04-05,PayPal,Zrealizowane
T00026233,K000686,2023-04-05,PayPal,Zrealizowane
T00026234,K000429,2023-04-05,Karta kredytowa,Zrealizowane
T00026235,K000416,2023-04-05,Karta kredytowa,Zrealizowane
T00026236,K000005,2023-04-05,Przelew bankowy,Zrealizowane
T00026237,K000844,2023-04-05,Karta kredytowa,Zrealizowane
T00026238,K000872,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026239,K000390,2023-04-05,PayPal,Zrealizowane
T00026240,K000850,2023-04-05,PayPal,Zrealizowane
T00026241,K000007,2023-04-05,PayPal,Zrealizowane
T00026242,K000723,2023-04-05,PayPal,Zrealizowane
T00026243,K000783,2023-04-05,BLIK,Zrealizowane
T00026244,K000490,2023-04-05,Karta kredytowa,Zrealizowane
T00026245,K000329,2023-04-05,Karta kredytowa,Zrealizowane
T00026246,K000276,2023-04-05,Karta kredytowa,Zrealizowane
T00026247,K000240,2023-04-05,Karta kredytowa,Zrealizowane
T00026248,K000827,2023-04-05,BLIK,Zrealizowane
T00026249,K000980,2023-04-05,Karta kredytowa,Zrealizowane
T00026250,K000004,2023-04-05,Karta kredytowa,Zrealizowane
T00026251,K000714,2023-04-05,Przelew bankowy,Zrealizowane
T00026252,K000106,2023-04-05,Karta kredytowa,W trakcie realizacji
T00026253,K000040,2023-04-05,BLIK,Zrealizowane
T00026254,K000577,2023-04-05,Karta kredytowa,Zrealizowane
T00026255,K000547,2023-04-05,Karta kredytowa,Zrealizowane
T00026256,K000984,2023-04-05,PayPal,Zrealizowane
T00026257,K000556,2023-04-05,PayPal,Zrealizowane
T00026258,K000263,2023-04-05,Karta kredytowa,Zrealizowane
T00026259,K000662,2023-04-05,Przelew bankowy,Zrealizowane
T00026260,K000279,2023-04-05,Karta kredytowa,Zrealizowane
T00026261,K000577,2023-04-05,Karta kredytowa,Zrealizowane
T00026262,K000344,2023-04-05,PayPal,Zrealizowane
T00026263,K000788,2023-04-05,BLIK,Zrealizowane
T00026264,K000544,2023-04-05,Karta kredytowa,Zrealizowane
T00026265,K000479,2023-04-05,BLIK,Zrealizowane
T00026266,K000865,2023-04-05,Przelew bankowy,Zrealizowane
T00026267,K000164,2023-04-05,Karta kredytowa,Anulowane
T00026268,K000402,2023-04-05,Karta kredytowa,Zrealizowane
T00026269,K000485,2023-04-05,BLIK,Zrealizowane
T00026270,K000353,2023-04-05,Karta kredytowa,Zrealizowane
T00026271,K000673,2023-04-05,Karta kredytowa,Zrealizowane
T00026272,K000837,2023-04-05,Przelew bankowy,Zrealizowane
T00026273,K000082,2023-04-05,PayPal,Zrealizowane
T00026274,K000265,2023-04-05,Karta kredytowa,Zrealizowane
T00026275,K000042,2023-04-05,Karta kredytowa,Zrealizowane
T00026276,K000991,2023-04-05,Przelew bankowy,Zrealizowane
T00026277,K000199,2023-04-05,PayPal,Zrealizowane
T00026278,K000383,2023-04-05,Karta kredytowa,Anulowane
T00026279,K000207,2023-04-05,BLIK,Zrealizowane
T00026280,K000110,2023-04-05,PayPal,Zrealizowane
T00026281,K000644,2023-04-05,Karta kredytowa,Zrealizowane
T00026282,K000430,2023-04-05,Przelew bankowy,Zrealizowane
T00026283,K000743,2023-04-05,PayPal,Zrealizowane
T00026284,K000072,2023-04-05,Karta kredytowa,Zrealizowane
T00026285,K000408,2023-04-05,BLIK,W trakcie realizacji
T00026286,K000840,2023-04-05,Karta kredytowa,Zrealizowane
T00026287,K000636,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026288,K000709,2023-04-05,Karta kredytowa,Zrealizowane
T00026289,K000279,2023-04-05,PayPal,Zrealizowane
T00026290,K000107,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026291,K000439,2023-04-05,Karta kredytowa,Zrealizowane
T00026292,K000866,2023-04-05,PayPal,Zrealizowane
T00026293,K000655,2023-04-05,Przelew bankowy,Zrealizowane
T00026294,K000051,2023-04-05,PayPal,Zrealizowane
T00026295,K000123,2023-04-05,Karta kredytowa,Zrealizowane
T00026296,K000562,2023-04-05,Karta kredytowa,Zrealizowane
T00026297,K000431,2023-04-05,PayPal,Zrealizowane
T00026298,K000851,2023-04-05,PayPal,Zrealizowane
T00026299,K000793,2023-04-05,Karta kredytowa,Zrealizowane
T00026300,K000551,2023-04-05,Karta kredytowa,Zrealizowane
T00026301,K000324,2023-04-05,Karta kredytowa,Zrealizowane
T00026302,K000942,2023-04-05,PayPal,Zrealizowane
T00026303,K000840,2023-04-05,Przelew bankowy,Zrealizowane
T00026304,K000989,2023-04-05,Karta kredytowa,Zrealizowane
T00026305,K000375,2023-04-05,Karta kredytowa,Zrealizowane
T00026306,K000874,2023-04-05,BLIK,Zrealizowane
T00026307,K000781,2023-04-05,BLIK,Zrealizowane
T00026308,K000678,2023-04-05,Przelew bankowy,Zrealizowane
T00026309,K000548,2023-04-05,Przelew bankowy,Anulowane
T00026310,K000421,2023-04-05,BLIK,Zrealizowane
T00026311,K000938,2023-04-05,Przelew bankowy,Zrealizowane
T00026312,K000376,2023-04-05,Karta kredytowa,Zrealizowane
T00026313,K000109,2023-04-05,Karta kredytowa,Zrealizowane
T00026314,K000755,2023-04-05,Karta kredytowa,Zrealizowane
T00026315,K000491,2023-04-05,Karta kredytowa,Zrealizowane
T00026316,K000636,2023-04-05,Karta kredytowa,Zrealizowane
T00026317,K000223,2023-04-05,Przelew bankowy,Zrealizowane
T00026318,K000019,2023-04-05,PayPal,Zrealizowane
T00026319,K000549,2023-04-05,Przelew bankowy,Zrealizowane
T00026320,K000217,2023-04-05,Karta kredytowa,Zrealizowane
T00026321,K000613,2023-04-05,Karta kredytowa,W trakcie realizacji
T00026322,K000705,2023-04-05,PayPal,W trakcie realizacji
T00026323,K000597,2023-04-05,PayPal,Zrealizowane
T00026324,K000233,2023-04-05,BLIK,Zrealizowane
T00026325,K000551,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026326,K000410,2023-04-05,Karta kredytowa,Zrealizowane
T00026327,K000554,2023-04-05,PayPal,Zrealizowane
T00026328,K000512,2023-04-05,Karta kredytowa,Zrealizowane
T00026329,K000190,2023-04-05,Karta kredytowa,Zrealizowane
T00026330,K000821,2023-04-05,Przelew bankowy,Zrealizowane
T00026331,K000963,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026332,K000306,2023-04-05,PayPal,Zrealizowane
T00026333,K000873,2023-04-05,Karta kredytowa,Zrealizowane
T00026334,K000453,2023-04-05,Karta kredytowa,Zrealizowane
T00026335,K000107,2023-04-05,Przelew bankowy,Anulowane
T00026336,K000669,2023-04-05,BLIK,Zrealizowane
T00026337,K000225,2023-04-05,BLIK,Zrealizowane
T00026338,K000386,2023-04-05,PayPal,Zrealizowane
T00026339,K000530,2023-04-05,PayPal,Zrealizowane
T00026340,K000060,2023-04-05,BLIK,Zrealizowane
T00026341,K000372,2023-04-05,BLIK,Zrealizowane
T00026342,K000142,2023-04-05,BLIK,Zrealizowane
T00026343,K000118,2023-04-05,PayPal,Zrealizowane
T00026344,K000680,2023-04-05,Karta kredytowa,Zrealizowane
T00026345,K000192,2023-04-05,Karta kredytowa,Zrealizowane
T00026346,K000286,2023-04-05,Karta kredytowa,W trakcie realizacji
T00026347,K000541,2023-04-05,Karta kredytowa,Zwrócone
T00026348,K000669,2023-04-05,Karta kredytowa,Zrealizowane
T00026349,K000019,2023-04-05,BLIK,Zrealizowane
T00026350,K000602,2023-04-05,Przelew bankowy,Zrealizowane
T00026351,K000622,2023-04-05,Karta kredytowa,Zrealizowane
T00026352,K000570,2023-04-05,Karta kredytowa,Zrealizowane
T00026353,K000116,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026354,K000040,2023-04-05,Karta kredytowa,Zrealizowane
T00026355,K000265,2023-04-05,PayPal,Zrealizowane
T00026356,K000121,2023-04-05,Karta kredytowa,Zrealizowane
T00026357,K000622,2023-04-05,Karta kredytowa,Zrealizowane
T00026358,K000364,2023-04-05,PayPal,Zrealizowane
T00026359,K000205,2023-04-05,PayPal,Zrealizowane
T00026360,K000486,2023-04-05,PayPal,Zrealizowane
T00026361,K000671,2023-04-05,Karta kredytowa,W trakcie realizacji
T00026362,K000846,2023-04-05,Karta kredytowa,Zrealizowane
T00026363,K000095,2023-04-05,PayPal,Zrealizowane
T00026364,K000399,2023-04-05,Karta kredytowa,Zrealizowane
T00026365,K000546,2023-04-05,BLIK,Zrealizowane
T00026366,K000754,2023-04-05,Karta kredytowa,Zwrócone
T00026367,K000830,2023-04-05,PayPal,Zrealizowane
T00026368,K000330,2023-04-05,Karta kredytowa,Zrealizowane
T00026369,K000825,2023-04-05,PayPal,Zrealizowane
T00026370,K000661,2023-04-05,Karta kredytowa,Zrealizowane
T00026371,K000615,2023-04-05,Karta kredytowa,Zrealizowane
T00026372,K000310,2023-04-05,PayPal,Zrealizowane
T00026373,K000217,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026374,K000677,2023-04-05,BLIK,Zrealizowane
T00026375,K000168,2023-04-05,Przelew bankowy,Zrealizowane
T00026376,K000532,2023-04-05,Karta kredytowa,Zrealizowane
T00026377,K000109,2023-04-05,BLIK,Zrealizowane
T00026378,K000199,2023-04-05,BLIK,Zrealizowane
T00026379,K000402,2023-04-05,Karta kredytowa,Zrealizowane
T00026380,K000745,2023-04-05,Karta kredytowa,Zrealizowane
T00026381,K000172,2023-04-05,PayPal,Zrealizowane
T00026382,K000184,2023-04-05,PayPal,Zrealizowane
T00026383,K000730,2023-04-05,Karta kredytowa,Zrealizowane
T00026384,K000017,2023-04-05,Karta kredytowa,Zrealizowane
T00026385,K000554,2023-04-05,PayPal,Zrealizowane
T00026386,K000967,2023-04-05,Przelew bankowy,W trakcie realizacji
T00026387,K000156,2023-04-05,BLIK,Zrealizowane
T00026388,K000021,2023-04-05,Karta kredytowa,Zrealizowane
T00026389,K000421,2023-04-05,Przelew bankowy,W trakcie realizacji
T00026390,K000151,2023-04-05,Przelew bankowy,Zrealizowane
T00026391,K000111,2023-04-05,PayPal,Zrealizowane
T00026392,K000816,2023-04-05,BLIK,Anulowane
T00026393,K000315,2023-04-05,Karta kredytowa,Anulowane
T00026394,K000640,2023-04-05,BLIK,Zrealizowane
T00026395,K000880,2023-04-05,BLIK,Zrealizowane
T00026396,K000458,2023-04-05,Karta kredytowa,Zrealizowane
T00026397,K000052,2023-04-05,PayPal,Zrealizowane
T00026398,K000273,2023-04-05,PayPal,Zrealizowane
T00026399,K000806,2023-04-05,PayPal,Zrealizowane
T00026400,K000385,2023-04-05,BLIK,Zrealizowane
T00026401,K000587,2023-04-05,Przelew bankowy,Anulowane
T00026402,K000929,2023-04-05,Karta kredytowa,Anulowane
T00026403,K000863,2023-04-05,BLIK,Zrealizowane
T00026404,K000812,2023-04-05,Karta kredytowa,Zrealizowane
T00026405,K000088,2023-04-05,PayPal,Zrealizowane
T00026406,K000020,2023-04-05,PayPal,Zrealizowane
T00026407,K000431,2023-04-05,Karta kredytowa,Zrealizowane
T00026408,K000581,2023-04-05,PayPal,Zrealizowane
T00026409,K000170,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026410,K000666,2023-04-05,PayPal,Zrealizowane
T00026411,K000817,2023-04-05,PayPal,Zrealizowane
T00026412,K000106,2023-04-05,Karta kredytowa,Zrealizowane
T00026413,K000327,2023-04-05,BLIK,Anulowane
T00026414,K000219,2023-04-05,BLIK,Zrealizowane
T00026415,K000786,2023-04-05,Karta kredytowa,Zrealizowane
T00026416,K000870,2023-04-05,BLIK,Zrealizowane
T00026417,K000607,2023-04-05,Karta kredytowa,Zrealizowane
T00026418,K000265,2023-04-05,PayPal,Zrealizowane
T00026419,K000322,2023-04-05,Karta kredytowa,Zrealizowane
T00026420,K000758,2023-04-05,Karta kredytowa,Anulowane
T00026421,K000316,2023-04-05,BLIK,Zwrócone
T00026422,K000108,2023-04-05,Przelew bankowy,Zrealizowane
T00026423,K000805,2023-04-05,Karta kredytowa,Zwrócone
T00026424,K000943,2023-04-05,Przelew bankowy,Zrealizowane
T00026425,K000749,2023-04-05,PayPal,Zrealizowane
T00026426,K000509,2023-04-05,Przelew bankowy,Zrealizowane
T00026427,K000541,2023-04-05,PayPal,W trakcie realizacji
T00026428,K000994,2023-04-05,Karta kredytowa,Zrealizowane
T00026429,K000575,2023-04-05,PayPal,Zrealizowane
T00026430,K000527,2023-04-05,Karta kredytowa,Zrealizowane
T00026431,K000238,2023-04-05,Karta kredytowa,Zrealizowane
T00026432,K000009,2023-04-05,Karta kredytowa,Anulowane
T00026433,K000336,2023-04-05,PayPal,Zrealizowane
T00026434,K000322,2023-04-05,Karta kredytowa,Zrealizowane
T00026435,K000001,2023-04-05,PayPal,Zrealizowane
T00026436,K000121,2023-04-05,BLIK,W trakcie realizacji
T00026437,K000009,2023-04-05,Przelew bankowy,Zrealizowane
T00026438,K000313,2023-04-05,Karta kredytowa,Zrealizowane
T00026439,K000184,2023-04-05,PayPal,Zwrócone
T00026440,K000660,2023-04-05,Przelew bankowy,Zrealizowane
T00026441,K000238,2023-04-05,BLIK,Zrealizowane
T00026442,K000889,2023-04-05,Karta kredytowa,Zrealizowane
T00026443,K000770,2023-04-05,PayPal,Zrealizowane
T00026444,K000769,2023-04-05,Karta kredytowa,Zrealizowane
T00026445,K000330,2023-04-05,Przelew bankowy,Zwrócone
T00026446,K000471,2023-04-05,PayPal,Zrealizowane
T00026447,K000822,2023-04-05,Karta kredytowa,Zrealizowane
T00026448,K000019,2023-04-05,PayPal,W trakcie realizacji
T00026449,K000018,2023-04-05,Przelew bankowy,Zrealizowane
T00026450,K000280,2023-04-05,Karta kredytowa,Zrealizowane
T00026451,K000127,2023-04-05,PayPal,Zrealizowane
T00026452,K000308,2023-04-05,PayPal,Zrealizowane
T00026453,K000214,2023-04-05,Płatność przy odbiorze,Anulowane
T00026454,K000276,2023-04-05,Karta kredytowa,Zrealizowane
T00026455,K000907,2023-04-05,BLIK,Zrealizowane
T00026456,K000329,2023-04-05,Karta kredytowa,Zrealizowane
T00026457,K000719,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026458,K000700,2023-04-05,Karta kredytowa,Zrealizowane
T00026459,K000016,2023-04-05,Karta kredytowa,Zrealizowane
T00026460,K000653,2023-04-05,Karta kredytowa,Zrealizowane
T00026461,K000437,2023-04-05,Karta kredytowa,Zrealizowane
T00026462,K000006,2023-04-05,Karta kredytowa,Zrealizowane
T00026463,K000281,2023-04-05,PayPal,Zrealizowane
T00026464,K000831,2023-04-05,BLIK,Anulowane
T00026465,K000687,2023-04-05,PayPal,Zrealizowane
T00026466,K000015,2023-04-05,PayPal,Zrealizowane
T00026467,K000310,2023-04-05,Przelew bankowy,Zrealizowane
T00026468,K000466,2023-04-05,Karta kredytowa,Zrealizowane
T00026469,K000427,2023-04-05,Karta kredytowa,Zrealizowane
T00026470,K000481,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026471,K000640,2023-04-05,Karta kredytowa,Zrealizowane
T00026472,K000526,2023-04-05,PayPal,Zrealizowane
T00026473,K000761,2023-04-05,BLIK,Zrealizowane
T00026474,K000546,2023-04-05,Karta kredytowa,Zrealizowane
T00026475,K000386,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026476,K000532,2023-04-05,PayPal,Zrealizowane
T00026477,K000762,2023-04-05,BLIK,Anulowane
T00026478,K000874,2023-04-05,PayPal,Zrealizowane
T00026479,K000272,2023-04-05,Karta kredytowa,Zwrócone
T00026480,K000195,2023-04-05,Przelew bankowy,Zrealizowane
T00026481,K000238,2023-04-05,Płatność przy odbiorze,Zrealizowane
T00026482,K000926,2023-04-05,Karta kredytowa,Zwrócone
T00026483,K000471,2023-04-05,BLIK,Zrealizowane
T00026484,K000103,2023-04-05,PayPal,Zrealizowane
T00026485,K000819,2023-04-05,Karta kredytowa,Zrealizowane
T00026486,K000243,2023-04-05,Karta kredytowa,Zrealizowane
T00026487,K000215,2023-04-05,Karta kredytowa,Zrealizowane
T00026488,K000755,2023-04-05,BLIK,Zrealizowane
T00026489,K000899,2023-04-05,Karta kredytowa,Zrealizowane
T00026490,K000077,2023-04-05,PayPal,Anulowane
T00026491,K000384,2023-04-05,PayPal,Zrealizowane
T00026492,K000947,2023-04-05,PayPal,Zrealizowane
T00026493,K000121,2023-04-05,BLIK,Zrealizowane
T00026494,K000814,2023-04-06,Przelew bankowy,Zrealizowane
T00026495,K000552,2023-04-06,PayPal,Zrealizowane
T00026496,K000541,2023-04-06,BLIK,Zrealizowane
T00026497,K000919,2023-04-06,Przelew bankowy,Zrealizowane
T00026498,K000744,2023-04-06,BLIK,Zrealizowane
T00026499,K000145,2023-04-06,Przelew bankowy,Zrealizowane
T00026500,K000761,2023-04-06,Przelew bankowy,Zrealizowane
T00026501,K000981,2023-04-06,Karta kredytowa,Zrealizowane
T00026502,K000093,2023-04-06,Karta kredytowa,Zrealizowane
T00026503,K000485,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026504,K000837,2023-04-06,Karta kredytowa,Zrealizowane
T00026505,K000505,2023-04-06,Karta kredytowa,Zrealizowane
T00026506,K000597,2023-04-06,Karta kredytowa,Zrealizowane
T00026507,K000322,2023-04-06,Przelew bankowy,Zrealizowane
T00026508,K000758,2023-04-06,Karta kredytowa,Zrealizowane
T00026509,K000919,2023-04-06,PayPal,Zrealizowane
T00026510,K000075,2023-04-06,PayPal,Zrealizowane
T00026511,K000463,2023-04-06,Karta kredytowa,Zrealizowane
T00026512,K000151,2023-04-06,Karta kredytowa,Zrealizowane
T00026513,K000135,2023-04-06,Karta kredytowa,Zrealizowane
T00026514,K000939,2023-04-06,Karta kredytowa,Zrealizowane
T00026515,K000190,2023-04-06,PayPal,Zrealizowane
T00026516,K000034,2023-04-06,Karta kredytowa,Zrealizowane
T00026517,K000358,2023-04-06,PayPal,Anulowane
T00026518,K000105,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026519,K000369,2023-04-06,BLIK,W trakcie realizacji
T00026520,K000563,2023-04-06,Przelew bankowy,Zrealizowane
T00026521,K000172,2023-04-06,BLIK,W trakcie realizacji
T00026522,K000070,2023-04-06,PayPal,Zrealizowane
T00026523,K000720,2023-04-06,Przelew bankowy,Zrealizowane
T00026524,K000439,2023-04-06,Przelew bankowy,Zrealizowane
T00026525,K000322,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026526,K000608,2023-04-06,PayPal,Zrealizowane
T00026527,K000570,2023-04-06,Karta kredytowa,Zrealizowane
T00026528,K000120,2023-04-06,Karta kredytowa,Zrealizowane
T00026529,K000683,2023-04-06,Karta kredytowa,Zrealizowane
T00026530,K000111,2023-04-06,Przelew bankowy,Zrealizowane
T00026531,K000573,2023-04-06,PayPal,Zrealizowane
T00026532,K000256,2023-04-06,Karta kredytowa,Zrealizowane
T00026533,K000422,2023-04-06,BLIK,Zrealizowane
T00026534,K000156,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026535,K000185,2023-04-06,Przelew bankowy,Zrealizowane
T00026536,K000553,2023-04-06,Karta kredytowa,Zrealizowane
T00026537,K000713,2023-04-06,PayPal,Zrealizowane
T00026538,K000985,2023-04-06,BLIK,Zrealizowane
T00026539,K000562,2023-04-06,Karta kredytowa,Anulowane
T00026540,K000602,2023-04-06,PayPal,W trakcie realizacji
T00026541,K000237,2023-04-06,Karta kredytowa,W trakcie realizacji
T00026542,K000858,2023-04-06,BLIK,Zrealizowane
T00026543,K000445,2023-04-06,BLIK,Zrealizowane
T00026544,K000503,2023-04-06,Karta kredytowa,Zrealizowane
T00026545,K000325,2023-04-06,Karta kredytowa,Zrealizowane
T00026546,K000959,2023-04-06,Karta kredytowa,Zrealizowane
T00026547,K000377,2023-04-06,Karta kredytowa,Zrealizowane
T00026548,K000849,2023-04-06,Przelew bankowy,W trakcie realizacji
T00026549,K000794,2023-04-06,Karta kredytowa,Zrealizowane
T00026550,K000503,2023-04-06,Karta kredytowa,Zrealizowane
T00026551,K000666,2023-04-06,Przelew bankowy,Zrealizowane
T00026552,K000875,2023-04-06,PayPal,Zrealizowane
T00026553,K000457,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026554,K000407,2023-04-06,Karta kredytowa,Zrealizowane
T00026555,K000692,2023-04-06,Karta kredytowa,W trakcie realizacji
T00026556,K000088,2023-04-06,PayPal,Zrealizowane
T00026557,K000105,2023-04-06,Karta kredytowa,Zrealizowane
T00026558,K000585,2023-04-06,Karta kredytowa,Zrealizowane
T00026559,K000458,2023-04-06,PayPal,Zrealizowane
T00026560,K000884,2023-04-06,PayPal,Zrealizowane
T00026561,K000966,2023-04-06,Karta kredytowa,Anulowane
T00026562,K000900,2023-04-06,PayPal,Zrealizowane
T00026563,K000257,2023-04-06,BLIK,W trakcie realizacji
T00026564,K000134,2023-04-06,Przelew bankowy,Zrealizowane
T00026565,K000952,2023-04-06,PayPal,Zrealizowane
T00026566,K000486,2023-04-06,Karta kredytowa,Zrealizowane
T00026567,K000285,2023-04-06,PayPal,Zrealizowane
T00026568,K000748,2023-04-06,Karta kredytowa,Zrealizowane
T00026569,K000387,2023-04-06,Przelew bankowy,Zrealizowane
T00026570,K000896,2023-04-06,BLIK,Zrealizowane
T00026571,K000621,2023-04-06,Karta kredytowa,Zrealizowane
T00026572,K000344,2023-04-06,PayPal,Zrealizowane
T00026573,K000426,2023-04-06,Karta kredytowa,Zrealizowane
T00026574,K000137,2023-04-06,BLIK,Zrealizowane
T00026575,K000849,2023-04-06,BLIK,Zwrócone
T00026576,K000747,2023-04-06,Karta kredytowa,Zrealizowane
T00026577,K000571,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026578,K000294,2023-04-06,Karta kredytowa,Zrealizowane
T00026579,K000042,2023-04-06,Karta kredytowa,Zrealizowane
T00026580,K000760,2023-04-06,Karta kredytowa,Zrealizowane
T00026581,K000050,2023-04-06,Przelew bankowy,Zrealizowane
T00026582,K000782,2023-04-06,BLIK,Zrealizowane
T00026583,K000894,2023-04-06,Karta kredytowa,Zrealizowane
T00026584,K000868,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026585,K000173,2023-04-06,Karta kredytowa,Zrealizowane
T00026586,K000289,2023-04-06,PayPal,Zrealizowane
T00026587,K000916,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026588,K000162,2023-04-06,Karta kredytowa,Zrealizowane
T00026589,K000579,2023-04-06,PayPal,Zrealizowane
T00026590,K000340,2023-04-06,PayPal,Zrealizowane
T00026591,K000323,2023-04-06,Karta kredytowa,Zrealizowane
T00026592,K000326,2023-04-06,Karta kredytowa,Zrealizowane
T00026593,K000733,2023-04-06,PayPal,Zrealizowane
T00026594,K000167,2023-04-06,Karta kredytowa,Zrealizowane
T00026595,K000683,2023-04-06,BLIK,Zrealizowane
T00026596,K000735,2023-04-06,PayPal,Zrealizowane
T00026597,K000167,2023-04-06,BLIK,Zrealizowane
T00026598,K000369,2023-04-06,BLIK,Zwrócone
T00026599,K000085,2023-04-06,Karta kredytowa,Zrealizowane
T00026600,K000115,2023-04-06,PayPal,Zrealizowane
T00026601,K000812,2023-04-06,BLIK,Zrealizowane
T00026602,K000897,2023-04-06,Karta kredytowa,Zrealizowane
T00026603,K000865,2023-04-06,Karta kredytowa,Zrealizowane
T00026604,K000050,2023-04-06,PayPal,Zrealizowane
T00026605,K000458,2023-04-06,Przelew bankowy,Zrealizowane
T00026606,K000888,2023-04-06,PayPal,Zrealizowane
T00026607,K000372,2023-04-06,Karta kredytowa,Zrealizowane
T00026608,K000830,2023-04-06,Karta kredytowa,Zwrócone
T00026609,K000218,2023-04-06,BLIK,Zrealizowane
T00026610,K000259,2023-04-06,Karta kredytowa,Zrealizowane
T00026611,K000974,2023-04-06,Przelew bankowy,Zwrócone
T00026612,K000648,2023-04-06,Karta kredytowa,Zrealizowane
T00026613,K000816,2023-04-06,PayPal,Zrealizowane
T00026614,K000370,2023-04-06,Karta kredytowa,Zrealizowane
T00026615,K000096,2023-04-06,Karta kredytowa,Zrealizowane
T00026616,K000681,2023-04-06,Karta kredytowa,Zrealizowane
T00026617,K000932,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026618,K000475,2023-04-06,Karta kredytowa,Zrealizowane
T00026619,K000825,2023-04-06,PayPal,Zrealizowane
T00026620,K000225,2023-04-06,Płatność przy odbiorze,W trakcie realizacji
T00026621,K000341,2023-04-06,Karta kredytowa,Zrealizowane
T00026622,K000858,2023-04-06,Karta kredytowa,Zrealizowane
T00026623,K000887,2023-04-06,BLIK,W trakcie realizacji
T00026624,K000846,2023-04-06,Przelew bankowy,Zrealizowane
T00026625,K000427,2023-04-06,PayPal,Zrealizowane
T00026626,K000484,2023-04-06,PayPal,Zrealizowane
T00026627,K000284,2023-04-06,Płatność przy odbiorze,Zrealizowane
T00026628,K000348,2023-04-06,Karta kredytowa,Zrealizowane
T00026629,K000341,2023-04-06,Karta kredytowa,Zwrócone
T00026630,K000880,2023-04-06,Karta kredytowa,Anulowane
T00026631,K000699,2023-04-06,Karta kredytowa,Zrealizowane
T00026632,K000374,2023-04-06,Karta kredytowa,Zrealizowane
T00026633,K000413,2023-04-06,Karta kredytowa,Zrealizowane
T00026634,K000806,2023-04-06,Płatność przy odbiorze,W trakcie realizacji
T00026635,K000418,2023-04-06,PayPal,Zrealizowane
T00026636,K000833,2023-04-06,BLIK,W trakcie realizacji
T00026637,K000916,2023-04-06,BLIK,Zrealizowane
T00026638,K000282,2023-04-06,Przelew bankowy,Zrealizowane
T00026639,K000243,2023-04-06,Karta kredytowa,Anulowane
T00026640,K000539,2023-04-06,PayPal,W trakcie realizacji
T00026641,K000663,2023-04-06,Karta kredytowa,Zrealizowane
T00026642,K000199,2023-04-06,Karta kredytowa,Zrealizowane
T00026643,K000790,2023-04-06,BLIK,Zrealizowane
T00026644,K000431,2023-04-06,Przelew bankowy,Zrealizowane
T00026645,K000485,2023-04-06,BLIK,Zrealizowane
T00026646,K000227,2023-04-06,Karta kredytowa,Zrealizowane
T00026647,K000196,2023-04-06,Karta kredytowa,Zrealizowane
T00026648,K000733,2023-04-06,PayPal,Zrealizowane
T00026649,K000869,2023-04-06,PayPal,Zrealizowane
T00026650,K000228,2023-04-06,Karta kredytowa,Zrealizowane
T00026651,K000067,2023-04-06,Przelew bankowy,Zrealizowane
T00026652,K000962,2023-04-06,Karta kredytowa,Zrealizowane
T00026653,K000325,2023-04-06,BLIK,Zrealizowane
T00026654,K000338,2023-04-06,Karta kredytowa,Zrealizowane
T00026655,K000610,2023-04-06,Karta kredytowa,Zrealizowane
T00026656,K000527,2023-04-06,Karta kredytowa,Zrealizowane
T00026657,K000894,2023-04-06,BLIK,Zrealizowane
T00026658,K000114,2023-04-06,BLIK,Zrealizowane
T00026659,K000104,2023-04-06,PayPal,Zrealizowane
T00026660,K000428,2023-04-06,Karta kredytowa,Zrealizowane
T00026661,K000503,2023-04-06,Karta kredytowa,Zrealizowane
T00026662,K000307,2023-04-06,Karta kredytowa,Zrealizowane
T00026663,K000193,2023-04-06,Karta kredytowa,Zrealizowane
T00026664,K000214,2023-04-06,Karta kredytowa,Zrealizowane
T00026665,K000921,2023-04-06,BLIK,Zrealizowane
T00026666,K000957,2023-04-06,Przelew bankowy,Zrealizowane
T00026667,K000145,2023-04-06,BLIK,Zrealizowane
T00026668,K000609,2023-04-06,PayPal,Zrealizowane
T00026669,K000564,2023-04-06,Karta kredytowa,Zrealizowane
T00026670,K000058,2023-04-06,Karta kredytowa,Zrealizowane
