transaction_id,date,category,product,base_price,discount_pct,final_price,quantity,total_amount,region,store,customer_type,has_discount
TX-3550,2023-08-29,HOME,SOFA,569.38,20,455.5,3,1366.5,EAST,STORE 3,RETURNING,1
TX-3551,2023-07-19,ELECTRONICS,LAPTOP,625.17,0,625.17,10,6251.7,EAST,STORE 1,RETURNING,0
TX-3552,2022-10-11,BEAUTY,HAIRCARE,37.88,0,37.88,9,340.92,WEST,STORE 2,VIP,0
TX-3553,2023-08-12,FOOD,MILK,191.5,20,153.2,6,919.2,NORTH,STORE 4,LOYAL,1
TX-3554,2022-05-28,CLOTHING,DRESS,23.85,0,23.85,4,95.4,SOUTH,STORE 4,NEW,0
TX-3555,2023-07-01,BEAUTY,PERFUME,45.09,0,45.09,5,225.45,WEST,STORE 5,VIP,0
TX-3556,2023-12-06,FOOD,MILK,59.76,5,56.77,1,56.77,SOUTH,STORE 5,VIP,1
TX-3557,2023-12-13,CLOTHING,T-SHIRT,934.91,20,747.93,3,2243.79,NORTH,STORE 1,LOYAL,1
TX-3558,2022-08-31,FOOD,CHEESE,724.23,10,651.8100000000001,2,1303.62,EAST,STORE 2,VIP,1
TX-3559,2023-08-21,ELECTRONICS,LAPTOP,345.57,0,345.57,8,2764.56,EAST,STORE 1,NEW,0
TX-3560,2023-05-22,CLOTHING,JEANS,340.2,0,340.2,10,3402.0,NORTH,STORE 1,VIP,0
TX-3561,2023-09-23,FOOD,BREAD,197.61,0,197.61,1,197.61,WEST,STORE 2,RETURNING,0
TX-3562,2022-04-22,CLOTHING,SHOES,814.87,0,814.87,10,8148.7,NORTH,STORE 5,VIP,0
TX-3563,2023-11-02,FOOD,CHEESE,151.11,20,120.89,2,241.78,NORTH,STORE 3,LOYAL,1
TX-3564,2023-12-28,HOME,DESK,794.42,10,714.98,8,5719.84,NORTH,STORE 5,RETURNING,1
TX-3565,2022-03-12,FOOD,BREAD,460.24,0,460.24,5,2301.2,SOUTH,STORE 4,NEW,0
TX-3566,2022-08-19,HOME,BED,858.26,0,858.26,3,2574.78,SOUTH,STORE 3,RETURNING,0
TX-3567,2023-10-26,FOOD,BREAD,152.63,20,122.1,3,366.3,SOUTH,STORE 5,LOYAL,1
TX-3568,2022-03-26,CLOTHING,T-SHIRT,587.51,5,558.13,5,2790.65,WEST,STORE 4,RETURNING,1
TX-3569,2023-09-24,ELECTRONICS,SMARTPHONE,677.66,0,677.66,7,4743.62,EAST,STORE 3,NEW,0
TX-3570,2022-05-14,FOOD,CHEESE,88.11,15,74.89,8,599.12,EAST,STORE 5,NEW,1
TX-3571,2022-05-18,HOME,BED,828.89,0,828.89,6,4973.34,EAST,STORE 1,VIP,0
TX-3572,2022-05-15,ELECTRONICS,LAPTOP,579.22,0,579.22,2,1158.44,EAST,STORE 5,NEW,0
TX-3573,2023-03-17,BEAUTY,HAIRCARE,993.43,10,894.0899999999999,5,4470.45,WEST,STORE 3,VIP,1
TX-3574,2023-03-15,BEAUTY,HAIRCARE,135.63,10,122.07,8,976.56,WEST,STORE 1,NEW,1
TX-3575,2023-06-23,HOME,BED,461.62,10,415.46,1,415.46,SOUTH,STORE 4,NEW,1
TX-3576,2022-04-23,BEAUTY,PERFUME,495.79,0,495.79,10,4957.9,SOUTH,STORE 1,VIP,0
TX-3577,2022-02-14,ELECTRONICS,HEADPHONES,575.57,20,460.46,9,4144.14,SOUTH,STORE 4,RETURNING,1
TX-3578,2022-07-22,HOME,LAMP,285.82,0,285.82,5,1429.1,WEST,STORE 3,VIP,0
TX-3579,2023-06-01,CLOTHING,T-SHIRT,231.76,5,220.17,9,1981.53,WEST,STORE 3,LOYAL,1
TX-3580,2022-07-11,CLOTHING,T-SHIRT,176.49,20,141.19,3,423.57,SOUTH,STORE 4,RETURNING,1
TX-3581,2022-01-15,HOME,BED,11.48,0,11.48,4,45.92,SOUTH,STORE 1,NEW,0
TX-3582,2022-01-19,BEAUTY,NAILCARE,383.13,10,344.82,5,1724.1,WEST,STORE 4,RETURNING,1
TX-3583,2022-04-24,BEAUTY,PERFUME,13.33,0,13.33,9,119.97,NORTH,STORE 1,LOYAL,0
TX-3584,2023-02-20,ELECTRONICS,LAPTOP,583.85,20,467.08,2,934.16,WEST,STORE 5,RETURNING,1
TX-3585,2022-08-29,CLOTHING,JACKET,209.53,5,199.05,8,1592.4,WEST,STORE 5,NEW,1
TX-3586,2022-01-10,BEAUTY,SKINCARE,307.2,5,291.84,2,583.68,WEST,STORE 4,LOYAL,1
TX-3587,2022-09-08,ELECTRONICS,LAPTOP,32.83,5,31.19,10,311.9,EAST,STORE 2,RETURNING,1
TX-3588,2022-05-02,ELECTRONICS,SMARTPHONE,953.56,0,953.56,2,1907.12,NORTH,STORE 5,NEW,0
TX-3589,2022-04-05,BEAUTY,NAILCARE,649.3,20,519.4399999999999,5,2597.2,EAST,STORE 5,RETURNING,1
TX-3590,2023-08-11,HOME,LAMP,973.05,0,973.05,4,3892.2,EAST,STORE 1,NEW,0
TX-3591,2022-07-28,HOME,LAMP,284.96,5,270.71,7,1894.97,NORTH,STORE 4,LOYAL,1
TX-3592,2023-08-12,BEAUTY,NAILCARE,257.88,5,244.99,10,2449.9,EAST,STORE 4,VIP,1
TX-3593,2022-06-01,ELECTRONICS,LAPTOP,67.97,15,57.77,3,173.31,EAST,STORE 1,RETURNING,1
TX-3594,2023-07-07,ELECTRONICS,CAMERA,160.69,10,144.62,3,433.86,SOUTH,STORE 5,VIP,1
TX-3595,2022-10-23,ELECTRONICS,SMARTPHONE,961.36,10,865.22,7,6056.54,SOUTH,STORE 1,LOYAL,1
TX-3596,2022-03-13,FOOD,EGGS,691.94,15,588.1500000000001,3,1764.45,WEST,STORE 2,LOYAL,1
TX-3597,2022-07-17,FOOD,EGGS,168.17,0,168.17,4,672.68,EAST,STORE 4,NEW,0
TX-3598,2022-10-29,ELECTRONICS,SMARTPHONE,623.56,0,623.56,9,5612.04,SOUTH,STORE 5,LOYAL,0
TX-3599,2023-07-17,ELECTRONICS,HEADPHONES,938.89,0,938.89,3,2816.67,EAST,STORE 3,NEW,0
TX-3600,2023-11-13,FOOD,BREAD,884.54,0,884.54,1,884.54,WEST,STORE 5,RETURNING,0
TX-3601,2022-02-26,HOME,DESK,414.31,10,372.88,1,372.88,NORTH,STORE 2,RETURNING,1
TX-3602,2022-05-27,FOOD,BREAD,39.33,0,39.33,3,117.99,SOUTH,STORE 2,VIP,0
TX-3603,2022-12-26,ELECTRONICS,SMARTPHONE,39.07,15,33.21,5,166.05,EAST,STORE 1,VIP,1
TX-3604,2023-03-16,FOOD,EGGS,232.14,0,232.14,5,1160.7,EAST,STORE 4,NEW,0
TX-3605,2023-11-02,CLOTHING,JEANS,978.68,20,782.9399999999999,7,5480.58,SOUTH,STORE 3,VIP,1
TX-3606,2022-01-26,ELECTRONICS,CAMERA,97.23,15,82.65,4,330.6,NORTH,STORE 3,VIP,1
TX-3607,2023-10-03,CLOTHING,DRESS,496.9,10,447.21,3,1341.63,EAST,STORE 2,LOYAL,1
TX-3608,2023-03-08,ELECTRONICS,HEADPHONES,999.18,20,799.3399999999999,9,7194.06,SOUTH,STORE 2,LOYAL,1
TX-3609,2022-04-14,CLOTHING,JACKET,671.5,10,604.35,3,1813.05,WEST,STORE 4,NEW,1
TX-3610,2023-02-06,FOOD,CHEESE,935.6,0,935.6,7,6549.2,SOUTH,STORE 2,LOYAL,0
TX-3611,2023-09-29,FOOD,CHEESE,853.78,5,811.0899999999999,8,6488.72,EAST,STORE 5,LOYAL,1
TX-3612,2023-04-24,ELECTRONICS,SMARTPHONE,582.4,5,553.28,4,2213.12,EAST,STORE 1,NEW,1
TX-3613,2022-04-22,BEAUTY,SKINCARE,505.59,0,505.59,8,4044.72,EAST,STORE 2,RETURNING,0
TX-3614,2022-11-17,HOME,LAMP,314.52,0,314.52,5,1572.6,WEST,STORE 4,RETURNING,0
TX-3615,2022-06-04,ELECTRONICS,TABLET,792.72,0,792.72,7,5549.04,EAST,STORE 5,LOYAL,0
TX-3616,2023-01-01,HOME,CHAIR,787.8,15,669.63,1,669.63,WEST,STORE 3,LOYAL,1
TX-3617,2022-04-01,ELECTRONICS,LAPTOP,673.87,10,606.48,10,6064.8,WEST,STORE 2,NEW,1
TX-3618,2022-05-31,FOOD,MILK,12.5,0,12.5,7,87.5,SOUTH,STORE 3,RETURNING,0
TX-3619,2023-11-25,BEAUTY,SKINCARE,505.44,10,454.9,9,4094.1,SOUTH,STORE 1,LOYAL,1
TX-3620,2023-03-06,BEAUTY,PERFUME,993.14,20,794.51,7,5561.57,EAST,STORE 1,LOYAL,1
TX-3621,2022-04-11,ELECTRONICS,LAPTOP,189.93,15,161.44,3,484.32,EAST,STORE 3,RETURNING,1
TX-3622,2022-10-13,ELECTRONICS,SMARTPHONE,254.66,0,254.66,1,254.66,NORTH,STORE 4,NEW,0
TX-3623,2023-09-18,BEAUTY,HAIRCARE,14.15,15,12.03,4,48.12,WEST,STORE 2,NEW,1
TX-3624,2023-10-20,BEAUTY,HAIRCARE,62.34,15,52.99,1,52.99,SOUTH,STORE 2,NEW,1
TX-3625,2022-07-26,ELECTRONICS,CAMERA,452.25,20,361.8,10,3618.0,NORTH,STORE 1,NEW,1
TX-3626,2022-10-10,ELECTRONICS,LAPTOP,217.76,20,174.20999999999998,8,1393.68,NORTH,STORE 2,NEW,1
TX-3627,2023-12-08,FOOD,BREAD,593.8,15,504.73,8,4037.84,WEST,STORE 1,NEW,1
TX-3628,2023-02-02,CLOTHING,DRESS,686.91,0,686.91,10,6869.1,NORTH,STORE 5,LOYAL,0
TX-3629,2023-08-19,HOME,DESK,823.26,0,823.26,6,4939.56,EAST,STORE 1,NEW,0
TX-3630,2022-07-30,FOOD,EGGS,231.22,5,219.66,9,1976.94,SOUTH,STORE 1,NEW,1
TX-3631,2022-06-20,BEAUTY,NAILCARE,679.24,20,543.39,8,4347.12,NORTH,STORE 4,RETURNING,1
TX-3632,2023-04-25,BEAUTY,PERFUME,717.91,5,682.01,8,5456.08,NORTH,STORE 4,NEW,1
TX-3633,2022-01-29,BEAUTY,NAILCARE,119.96,0,119.96,10,1199.6,WEST,STORE 2,RETURNING,0
TX-3634,2023-11-25,BEAUTY,NAILCARE,637.41,20,509.93,7,3569.51,EAST,STORE 4,VIP,1
TX-3635,2022-05-04,BEAUTY,MAKEUP,490.31,10,441.28,4,1765.12,NORTH,STORE 4,VIP,1
TX-3636,2022-04-19,ELECTRONICS,SMARTPHONE,800.29,20,640.23,9,5762.07,NORTH,STORE 5,LOYAL,1
TX-3637,2022-12-27,FOOD,FRUIT,41.16,20,32.92999999999999,3,98.79,EAST,STORE 3,RETURNING,1
TX-3638,2022-05-19,CLOTHING,JACKET,964.37,20,771.5,3,2314.5,NORTH,STORE 4,NEW,1
TX-3639,2023-01-29,BEAUTY,HAIRCARE,555.97,0,555.97,8,4447.76,EAST,STORE 4,VIP,0
TX-3640,2023-02-03,FOOD,EGGS,75.63,15,64.28999999999999,10,642.9,NORTH,STORE 2,LOYAL,1
TX-3641,2022-05-26,ELECTRONICS,TABLET,64.37,5,61.150000000000006,2,122.3,WEST,STORE 3,RETURNING,1
TX-3642,2022-03-16,ELECTRONICS,HEADPHONES,928.47,20,742.78,4,2971.12,SOUTH,STORE 3,NEW,1
TX-3643,2023-10-27,BEAUTY,SKINCARE,893.86,10,804.47,3,2413.41,EAST,STORE 2,NEW,1
TX-3644,2023-07-06,CLOTHING,SHOES,145.58,0,145.58,9,1310.22,EAST,STORE 5,NEW,0
TX-3645,2022-01-25,ELECTRONICS,TABLET,913.75,20,731.0,7,5117.0,NORTH,STORE 1,LOYAL,1
TX-3646,2022-08-23,ELECTRONICS,SMARTPHONE,109.92,20,87.94,2,175.88,WEST,STORE 4,LOYAL,1
TX-3647,2023-07-18,FOOD,EGGS,410.24,0,410.24,4,1640.96,SOUTH,STORE 5,LOYAL,0
TX-3648,2022-11-14,BEAUTY,PERFUME,102.54,5,97.41,6,584.46,NORTH,STORE 1,LOYAL,1
TX-3649,2023-03-07,HOME,LAMP,495.68,5,470.9,10,4709.0,WEST,STORE 1,LOYAL,1
TX-3650,2022-09-10,BEAUTY,SKINCARE,327.74,5,311.35,2,622.7,SOUTH,STORE 5,NEW,1
TX-3651,2023-05-20,HOME,SOFA,142.65,10,128.38,10,1283.8,EAST,STORE 5,VIP,1
TX-3652,2022-04-11,HOME,BED,267.0,0,267.0,7,1869.0,NORTH,STORE 5,VIP,0
TX-3653,2022-08-21,FOOD,BREAD,161.97,5,153.87,5,769.35,WEST,STORE 3,LOYAL,1
TX-3654,2023-04-19,FOOD,MILK,46.31,5,43.99,2,87.98,WEST,STORE 1,NEW,1
TX-3655,2022-07-28,ELECTRONICS,CAMERA,469.21,10,422.29,6,2533.74,WEST,STORE 3,VIP,1
TX-3656,2023-10-19,CLOTHING,JACKET,667.93,0,667.93,1,667.93,SOUTH,STORE 1,VIP,0
TX-3657,2022-11-11,CLOTHING,SHOES,25.79,20,20.63,3,61.89,WEST,STORE 3,NEW,1
TX-3658,2022-11-05,BEAUTY,SKINCARE,708.62,10,637.76,3,1913.28,WEST,STORE 1,RETURNING,1
TX-3659,2022-06-26,HOME,BED,772.87,0,772.87,7,5410.09,WEST,STORE 2,VIP,0
TX-3660,2023-07-23,BEAUTY,SKINCARE,997.06,0,997.06,8,7976.48,WEST,STORE 4,LOYAL,0
TX-3661,2022-01-11,FOOD,CHEESE,686.36,0,686.36,3,2059.08,WEST,STORE 1,RETURNING,0
TX-3662,2022-08-02,BEAUTY,HAIRCARE,481.13,0,481.13,3,1443.39,EAST,STORE 5,RETURNING,0
TX-3663,2023-06-26,FOOD,FRUIT,837.54,20,670.03,10,6700.3,NORTH,STORE 4,NEW,1
TX-3664,2022-09-27,BEAUTY,NAILCARE,993.71,15,844.6500000000001,10,8446.5,SOUTH,STORE 2,NEW,1
TX-3665,2022-12-09,HOME,LAMP,267.11,5,253.75,6,1522.5,NORTH,STORE 5,RETURNING,1
TX-3666,2022-07-24,BEAUTY,HAIRCARE,744.78,20,595.8199999999999,6,3574.92,WEST,STORE 4,LOYAL,1
TX-3667,2022-01-10,HOME,LAMP,684.99,15,582.24,6,3493.44,WEST,STORE 4,NEW,1
TX-3668,2023-05-01,BEAUTY,NAILCARE,883.02,0,883.02,8,7064.16,EAST,STORE 3,LOYAL,0
TX-3669,2023-03-23,ELECTRONICS,CAMERA,707.42,0,707.42,1,707.42,SOUTH,STORE 5,LOYAL,0
TX-3670,2022-07-05,FOOD,MILK,861.71,0,861.71,3,2585.13,WEST,STORE 2,RETURNING,0
TX-3671,2023-12-25,CLOTHING,JEANS,944.26,20,755.41,3,2266.23,WEST,STORE 1,NEW,1
TX-3672,2022-03-18,FOOD,EGGS,654.74,5,622.0,8,4976.0,WEST,STORE 5,NEW,1
TX-3673,2022-04-20,FOOD,MILK,66.63,0,66.63,5,333.15,SOUTH,STORE 5,LOYAL,0
TX-3674,2022-10-23,HOME,CHAIR,410.11,0,410.11,9,3690.99,SOUTH,STORE 1,LOYAL,0
TX-3675,2022-04-17,FOOD,FRUIT,17.78,0,17.78,10,177.8,SOUTH,STORE 2,NEW,0
TX-3676,2023-02-28,BEAUTY,NAILCARE,23.78,5,22.59,5,112.95,SOUTH,STORE 4,LOYAL,1
TX-3677,2022-03-21,ELECTRONICS,HEADPHONES,550.9,0,550.9,2,1101.8,WEST,STORE 4,NEW,0
TX-3678,2022-03-24,FOOD,MILK,451.19,0,451.19,1,451.19,EAST,STORE 1,NEW,0
TX-3679,2023-08-21,CLOTHING,JEANS,192.9,5,183.25,8,1466.0,SOUTH,STORE 3,LOYAL,1
TX-3680,2023-08-15,CLOTHING,T-SHIRT,864.4,20,691.52,8,5532.16,SOUTH,STORE 5,LOYAL,1
TX-3681,2023-03-31,FOOD,MILK,916.72,15,779.21,1,779.21,SOUTH,STORE 5,NEW,1
TX-3682,2023-02-12,HOME,BED,70.26,15,59.720000000000006,6,358.32,EAST,STORE 1,RETURNING,1
TX-3683,2023-09-12,CLOTHING,JEANS,467.4,0,467.4,3,1402.2,WEST,STORE 2,NEW,0
TX-3684,2023-08-10,ELECTRONICS,HEADPHONES,229.99,0,229.99,1,229.99,EAST,STORE 5,VIP,0
TX-3685,2022-05-09,FOOD,CHEESE,458.04,10,412.24,6,2473.44,SOUTH,STORE 4,RETURNING,1
TX-3686,2023-10-22,HOME,BED,977.46,0,977.46,10,9774.6,WEST,STORE 3,LOYAL,0
TX-3687,2023-04-09,ELECTRONICS,CAMERA,860.57,15,731.48,7,5120.36,EAST,STORE 1,VIP,1
TX-3688,2023-05-23,HOME,DESK,848.02,15,720.8199999999999,1,720.82,SOUTH,STORE 1,NEW,1
TX-3689,2022-04-16,BEAUTY,MAKEUP,599.07,20,479.2600000000001,3,1437.78,SOUTH,STORE 1,LOYAL,1
TX-3690,2022-11-03,CLOTHING,SHOES,42.25,0,42.25,5,211.25,NORTH,STORE 5,RETURNING,0
TX-3691,2022-06-10,HOME,LAMP,254.79,0,254.79,3,764.37,NORTH,STORE 2,RETURNING,0
TX-3692,2022-03-10,ELECTRONICS,SMARTPHONE,811.49,10,730.34,6,4382.04,EAST,STORE 1,NEW,1
TX-3693,2022-08-20,HOME,BED,335.28,15,284.98999999999995,1,284.99,SOUTH,STORE 4,LOYAL,1
TX-3694,2022-08-02,BEAUTY,MAKEUP,757.5,20,606.0,4,2424.0,SOUTH,STORE 2,LOYAL,1
TX-3695,2022-09-10,FOOD,MILK,596.17,0,596.17,3,1788.51,NORTH,STORE 5,NEW,0
TX-3696,2023-08-01,BEAUTY,MAKEUP,131.22,10,118.1,5,590.5,EAST,STORE 1,RETURNING,1
TX-3697,2022-02-28,FOOD,EGGS,753.84,0,753.84,7,5276.88,EAST,STORE 5,RETURNING,0
TX-3698,2022-05-01,CLOTHING,JEANS,967.31,5,918.94,7,6432.58,SOUTH,STORE 1,VIP,1
TX-3699,2022-11-13,BEAUTY,SKINCARE,285.08,10,256.57,2,513.14,NORTH,STORE 4,RETURNING,1
TX-3700,2022-10-02,ELECTRONICS,CAMERA,211.12,10,190.01,8,1520.08,EAST,STORE 5,NEW,1
TX-3701,2022-05-16,CLOTHING,JACKET,451.88,0,451.88,4,1807.52,NORTH,STORE 4,LOYAL,0
TX-3702,2023-02-15,CLOTHING,JACKET,856.42,15,727.9599999999999,5,3639.8,WEST,STORE 3,RETURNING,1
TX-3703,2023-06-05,FOOD,EGGS,389.26,0,389.26,3,1167.78,NORTH,STORE 5,VIP,0
TX-3704,2023-04-05,CLOTHING,T-SHIRT,14.46,0,14.46,10,144.6,SOUTH,STORE 5,LOYAL,0
TX-3705,2022-05-21,HOME,SOFA,199.14,20,159.31,2,318.62,NORTH,STORE 3,RETURNING,1
TX-3706,2022-12-06,HOME,SOFA,324.62,10,292.16,5,1460.8,SOUTH,STORE 2,NEW,1
TX-3707,2023-10-18,ELECTRONICS,TABLET,245.39,15,208.58,1,208.58,WEST,STORE 4,VIP,1
TX-3708,2022-05-24,HOME,DESK,609.41,0,609.41,3,1828.23,EAST,STORE 3,RETURNING,0
TX-3709,2022-04-06,BEAUTY,NAILCARE,243.9,10,219.51,5,1097.55,EAST,STORE 5,NEW,1
TX-3710,2022-07-04,ELECTRONICS,TABLET,773.94,5,735.24,8,5881.92,WEST,STORE 1,VIP,1
TX-3711,2023-10-12,FOOD,FRUIT,206.29,0,206.29,4,825.16,SOUTH,STORE 2,VIP,0
TX-3712,2022-04-08,HOME,CHAIR,943.33,5,896.1600000000001,3,2688.48,EAST,STORE 4,LOYAL,1
TX-3713,2022-10-09,ELECTRONICS,CAMERA,340.21,20,272.17,9,2449.53,EAST,STORE 5,RETURNING,1
TX-3714,2023-07-09,CLOTHING,DRESS,702.48,0,702.48,8,5619.84,SOUTH,STORE 4,RETURNING,0
TX-3715,2023-06-05,HOME,DESK,487.43,0,487.43,10,4874.3,SOUTH,STORE 3,LOYAL,0
TX-3716,2023-10-15,HOME,BED,89.35,0,89.35,10,893.5,WEST,STORE 2,RETURNING,0
TX-3717,2022-07-07,HOME,SOFA,757.43,0,757.43,9,6816.87,SOUTH,STORE 3,VIP,0
TX-3718,2022-11-04,FOOD,MILK,556.95,0,556.95,4,2227.8,EAST,STORE 2,NEW,0
TX-3719,2022-06-23,CLOTHING,JEANS,922.84,10,830.5600000000001,2,1661.12,EAST,STORE 5,RETURNING,1
TX-3720,2022-01-12,ELECTRONICS,CAMERA,705.14,0,705.14,7,4935.98,WEST,STORE 2,VIP,0
TX-3721,2022-05-18,FOOD,CHEESE,10.24,5,9.73,6,58.38,NORTH,STORE 5,LOYAL,1
TX-3722,2022-07-18,CLOTHING,T-SHIRT,482.44,10,434.2,5,2171.0,NORTH,STORE 1,RETURNING,1
TX-3723,2022-03-18,ELECTRONICS,LAPTOP,579.17,0,579.17,4,2316.68,EAST,STORE 2,RETURNING,0
TX-3724,2022-06-14,HOME,DESK,102.71,15,87.3,10,873.0,SOUTH,STORE 4,NEW,1
TX-3725,2022-02-17,FOOD,BREAD,932.45,0,932.45,3,2797.35,WEST,STORE 4,NEW,0
TX-3726,2023-02-14,HOME,DESK,119.79,20,95.83,7,670.81,NORTH,STORE 4,VIP,1
TX-3727,2022-05-13,FOOD,EGGS,226.2,10,203.58,9,1832.22,EAST,STORE 1,NEW,1
TX-3728,2022-11-30,CLOTHING,JACKET,181.73,20,145.38,5,726.9,WEST,STORE 1,VIP,1
TX-3729,2023-03-12,CLOTHING,JEANS,676.56,0,676.56,4,2706.24,SOUTH,STORE 4,NEW,0
TX-3730,2023-10-21,BEAUTY,SKINCARE,290.28,0,290.28,2,580.56,WEST,STORE 3,RETURNING,0
TX-3731,2022-04-12,FOOD,EGGS,283.26,0,283.26,5,1416.3,NORTH,STORE 2,VIP,0
TX-3732,2023-04-21,FOOD,CHEESE,528.13,20,422.5,8,3380.0,WEST,STORE 1,VIP,1
TX-3733,2023-12-11,CLOTHING,DRESS,608.36,20,486.69,3,1460.07,NORTH,STORE 3,VIP,1
TX-3734,2022-03-13,FOOD,EGGS,859.76,20,687.81,2,1375.62,WEST,STORE 1,NEW,1
TX-3735,2023-05-22,BEAUTY,NAILCARE,568.99,0,568.99,3,1706.97,EAST,STORE 2,NEW,0
TX-3736,2022-10-21,BEAUTY,MAKEUP,450.84,0,450.84,5,2254.2,EAST,STORE 1,VIP,0
TX-3737,2022-08-13,HOME,BED,434.12,10,390.71,6,2344.26,SOUTH,STORE 5,VIP,1
TX-3738,2022-09-19,FOOD,FRUIT,763.25,20,610.6,1,610.6,SOUTH,STORE 3,LOYAL,1
TX-3739,2023-07-03,HOME,LAMP,384.72,0,384.72,3,1154.16,WEST,STORE 5,NEW,0
TX-3740,2023-12-06,FOOD,MILK,205.88,0,205.88,7,1441.16,EAST,STORE 1,NEW,0
TX-3741,2023-09-02,HOME,LAMP,505.85,0,505.85,6,3035.1,EAST,STORE 4,LOYAL,0
TX-3742,2022-04-04,FOOD,EGGS,242.11,5,230.0,10,2300.0,NORTH,STORE 1,RETURNING,1
TX-3743,2023-07-01,ELECTRONICS,TABLET,675.24,15,573.95,1,573.95,EAST,STORE 4,VIP,1
TX-3744,2022-04-07,HOME,LAMP,461.05,5,438.0,9,3942.0,EAST,STORE 3,RETURNING,1
TX-3745,2022-02-22,FOOD,CHEESE,91.53,5,86.95,8,695.6,EAST,STORE 4,LOYAL,1
TX-3746,2023-04-24,CLOTHING,JACKET,757.47,15,643.85,7,4506.95,NORTH,STORE 3,LOYAL,1
TX-3747,2022-03-31,BEAUTY,SKINCARE,818.31,5,777.39,10,7773.9,NORTH,STORE 1,RETURNING,1
TX-3748,2023-05-02,CLOTHING,SHOES,844.69,15,717.99,1,717.99,EAST,STORE 3,NEW,1
TX-3749,2023-04-11,BEAUTY,HAIRCARE,30.23,0,30.23,4,120.92,EAST,STORE 4,VIP,0
TX-3750,2022-12-12,ELECTRONICS,SMARTPHONE,708.83,0,708.83,8,5670.64,EAST,STORE 4,RETURNING,0
TX-3751,2022-01-28,FOOD,CHEESE,648.17,15,550.9399999999999,4,2203.76,NORTH,STORE 4,VIP,1
TX-3752,2022-05-04,BEAUTY,MAKEUP,191.21,10,172.09,3,516.27,WEST,STORE 4,VIP,1
TX-3753,2023-10-20,HOME,SOFA,618.17,0,618.17,9,5563.53,WEST,STORE 5,VIP,0
TX-3754,2022-08-12,BEAUTY,SKINCARE,679.49,10,611.54,1,611.54,WEST,STORE 4,RETURNING,1
TX-3755,2023-03-01,CLOTHING,DRESS,682.94,15,580.5,3,1741.5,WEST,STORE 4,NEW,1
TX-3756,2022-11-19,HOME,SOFA,845.4,15,718.5899999999999,5,3592.95,SOUTH,STORE 2,NEW,1
TX-3757,2023-04-12,ELECTRONICS,TABLET,651.43,15,553.7199999999999,9,4983.48,WEST,STORE 1,VIP,1
TX-3758,2023-03-30,ELECTRONICS,HEADPHONES,396.85,20,317.48,3,952.44,NORTH,STORE 1,VIP,1
TX-3759,2022-06-16,BEAUTY,PERFUME,479.82,15,407.85,10,4078.5,SOUTH,STORE 5,NEW,1
TX-3760,2023-08-04,BEAUTY,MAKEUP,495.63,20,396.5,9,3568.5,SOUTH,STORE 4,LOYAL,1
TX-3761,2022-07-28,CLOTHING,JACKET,99.53,0,99.53,1,99.53,WEST,STORE 3,LOYAL,0
TX-3762,2023-02-19,BEAUTY,SKINCARE,166.16,0,166.16,4,664.64,SOUTH,STORE 1,RETURNING,0
TX-3763,2022-11-06,BEAUTY,PERFUME,121.83,5,115.74,6,694.44,WEST,STORE 4,NEW,1
TX-3764,2023-09-06,CLOTHING,T-SHIRT,620.76,0,620.76,9,5586.84,WEST,STORE 2,NEW,0
TX-3765,2022-09-22,BEAUTY,NAILCARE,170.78,15,145.16,5,725.8,SOUTH,STORE 5,LOYAL,1
TX-3766,2022-09-09,ELECTRONICS,SMARTPHONE,784.98,5,745.73,2,1491.46,WEST,STORE 5,NEW,1
TX-3767,2023-04-28,BEAUTY,PERFUME,392.5,0,392.5,7,2747.5,EAST,STORE 2,NEW,0
TX-3768,2023-10-23,BEAUTY,NAILCARE,865.06,20,692.05,1,692.05,NORTH,STORE 4,LOYAL,1
TX-3769,2023-08-18,CLOTHING,SHOES,102.22,0,102.22,1,102.22,SOUTH,STORE 4,NEW,0
TX-3770,2023-05-03,ELECTRONICS,CAMERA,977.55,0,977.55,7,6842.85,EAST,STORE 1,VIP,0
TX-3771,2022-07-28,ELECTRONICS,CAMERA,632.81,5,601.17,1,601.17,NORTH,STORE 4,RETURNING,1
TX-3772,2022-06-03,BEAUTY,MAKEUP,604.63,20,483.7,7,3385.9,SOUTH,STORE 3,LOYAL,1
TX-3773,2023-06-24,HOME,SOFA,663.91,10,597.52,1,597.52,WEST,STORE 2,LOYAL,1
TX-3774,2022-07-08,FOOD,EGGS,97.93,15,83.24000000000001,7,582.68,NORTH,STORE 4,NEW,1
TX-3775,2023-09-07,FOOD,BREAD,179.78,0,179.78,8,1438.24,WEST,STORE 4,RETURNING,0
TX-3776,2023-07-25,ELECTRONICS,CAMERA,142.13,5,135.01999999999998,1,135.02,SOUTH,STORE 5,NEW,1
TX-3777,2022-02-28,CLOTHING,JACKET,202.67,0,202.67,5,1013.35,EAST,STORE 3,RETURNING,0
TX-3778,2023-09-02,FOOD,MILK,645.51,0,645.51,6,3873.06,WEST,STORE 1,NEW,0
TX-3779,2022-01-12,HOME,LAMP,305.27,10,274.74,6,1648.44,SOUTH,STORE 4,NEW,1
TX-3780,2022-04-03,CLOTHING,JEANS,463.94,10,417.55,4,1670.2,NORTH,STORE 2,LOYAL,1
TX-3781,2023-04-08,FOOD,BREAD,257.43,20,205.94,7,1441.58,WEST,STORE 1,RETURNING,1
