transaction_id,date,category,product,base_price,discount_pct,final_price,quantity,total_amount,region,store,customer_type
TX-3924,2022-07-27,Beauty,Nailcare,86.62,5,82.29,9,740.61,North,Store 4,Returning
TX-3925,2023-06-11,Electronics,Tablet,587.35,10,528.61,6,3171.66,West,Store 5,New
TX-3926,2023-08-18,Home,Bed,514.83,20,411.86,10,4118.6,West,Store 2,VIP
TX-3927,2023-07-18,Clothing,Shoes,270.94,10,243.85,9,2194.65,West,Store 4,Returning
TX-3928,2022-01-24,Clothing,T-shirt,688.4,10,619.56,7,4336.92,North,Store 2,Returning
TX-3929,2023-02-13,Electronics,Smartphone,123.37,10,111.03,10,1110.3,North,Store 3,New
TX-3930,2023-07-14,Electronics,Smartphone,929.11,20,743.29,9,6689.61,West,Store 1,Returning
TX-3931,2022-01-28,Food,Bread,916.25,5,870.44,7,6093.08,North,Store 1,New
TX-3932,2023-08-24,Clothing,Jeans,486.24,0,486.24,3,1458.72,South,Store 4,Returning
TX-3933,2022-10-09,Beauty,Haircare,664.74,15,565.03,10,5650.3,West,Store 1,Returning
TX-3934,2022-11-20,Electronics,Headphones,495.92,0,495.92,8,3967.36,West,Store 5,Returning
TX-3935,2022-12-13,Home,Desk,23.14,20,18.51,8,148.08,West,Store 2,New
TX-3936,2022-06-24,Clothing,T-shirt,329.68,15,280.23,6,1681.38,North,Store 3,VIP
TX-3937,2022-02-03,Home,Lamp,647.27,10,582.54,9,5242.86,West,Store 5,Returning
TX-3938,2022-10-08,Home,Bed,54.27,0,54.27,6,325.62,South,Store 1,New
TX-3939,2022-03-07,Home,Desk,951.46,20,761.1700000000001,2,1522.34,South,Store 2,Loyal
TX-3940,2022-02-20,Clothing,Jacket,540.4,20,432.32,8,3458.56,North,Store 3,VIP
TX-3941,2023-07-01,Beauty,Perfume,746.22,10,671.6,10,6716.0,West,Store 4,VIP
TX-3942,2022-02-24,Clothing,Jeans,642.42,10,578.18,5,2890.9,East,Store 3,VIP
TX-3943,2022-10-26,Home,Desk,976.56,20,781.25,10,7812.5,East,Store 1,Returning
TX-3944,2023-03-10,Food,Eggs,816.26,10,734.63,2,1469.26,West,Store 2,Returning
TX-3945,2022-11-23,Food,Milk,760.8,10,684.7199999999999,9,6162.48,South,Store 1,Loyal
TX-3946,2023-05-26,Home,Desk,709.35,0,709.35,3,2128.05,South,Store 4,Returning
TX-3947,2023-06-06,Food,Fruit,776.28,0,776.28,4,3105.12,North,Store 2,New
TX-3948,2023-07-27,Home,Bed,646.11,0,646.11,4,2584.44,South,Store 2,Loyal
TX-3949,2023-01-20,Home,Sofa,554.49,20,443.59000000000003,5,2217.95,South,Store 5,VIP
TX-3950,2023-02-03,Electronics,Headphones,911.28,15,774.5899999999999,5,3872.95,East,Store 4,VIP
TX-3951,2022-09-18,Food,Milk,729.88,15,620.4,6,3722.4,East,Store 5,Loyal
TX-3952,2022-03-26,Food,Eggs,743.32,5,706.1500000000001,10,7061.5,North,Store 4,New
TX-3953,2022-01-04,Home,Sofa,948.82,5,901.3800000000001,3,2704.14,North,Store 5,New
TX-3954,2023-08-02,Beauty,Perfume,649.08,20,519.26,5,2596.3,North,Store 2,Loyal
TX-3955,2022-10-08,Food,Cheese,702.06,15,596.75,1,596.75,East,Store 5,Returning
TX-3956,2023-05-14,Food,Eggs,35.57,0,35.57,3,106.71,South,Store 5,VIP
TX-3957,2023-11-12,Clothing,Jeans,772.94,15,657.0,1,657.0,South,Store 4,Loyal
TX-3958,2022-01-31,Beauty,Nailcare,390.63,5,371.1,3,1113.3,North,Store 5,Returning
TX-3959,2023-01-22,Food,Cheese,131.88,0,131.88,7,923.16,West,Store 4,VIP
TX-3960,2022-01-02,Clothing,Dress,749.14,0,749.14,4,2996.56,East,Store 2,New
TX-3961,2022-05-12,Clothing,Jeans,275.98,15,234.58,10,2345.8,North,Store 1,Returning
TX-3962,2023-03-25,Food,Fruit,228.5,0,228.5,7,1599.5,West,Store 3,New
TX-3963,2023-05-01,Food,Fruit,81.45,0,81.45,3,244.35,East,Store 3,VIP
TX-3964,2022-10-08,Home,Sofa,620.61,5,589.58,4,2358.32,South,Store 3,New
TX-3965,2022-11-08,Food,Eggs,439.94,0,439.94,5,2199.7,South,Store 4,New
TX-3966,2023-07-17,Food,Milk,494.72,10,445.25,3,1335.75,West,Store 2,New
TX-3967,2023-08-22,Home,Desk,894.69,15,760.49,6,4562.94,East,Store 5,Returning
TX-3968,2022-07-07,Food,Cheese,381.87,0,381.87,5,1909.35,North,Store 3,New
TX-3969,2022-08-10,Beauty,Skincare,12.46,15,10.59,3,31.77,East,Store 3,New
TX-3970,2022-08-02,Home,Bed,926.11,0,926.11,5,4630.55,West,Store 4,Returning
TX-3971,2023-07-01,Beauty,Makeup,576.94,0,576.94,5,2884.7,West,Store 2,Returning
TX-3972,2022-09-16,Home,Bed,384.19,10,345.77,2,691.54,East,Store 4,Loyal
TX-3973,2022-07-22,Clothing,Dress,101.87,10,91.68,5,458.4,West,Store 5,VIP
TX-3974,2022-11-21,Clothing,T-shirt,142.67,0,142.67,1,142.67,East,Store 1,Loyal
TX-3975,2022-09-07,Food,Cheese,654.13,0,654.13,7,4578.91,North,Store 5,Returning
TX-3976,2023-12-17,Beauty,Skincare,507.03,0,507.03,1,507.03,North,Store 5,VIP
TX-3977,2022-03-29,Home,Lamp,586.47,0,586.47,6,3518.82,North,Store 1,Loyal
TX-3978,2023-03-20,Food,Fruit,418.43,10,376.59000000000003,2,753.18,North,Store 4,New
TX-3979,2023-04-13,Electronics,Laptop,618.99,0,618.99,7,4332.93,East,Store 4,Loyal
TX-3980,2022-12-05,Food,Bread,412.48,20,329.98,9,2969.82,North,Store 2,VIP
TX-3981,2023-08-16,Clothing,Jeans,925.25,15,786.46,2,1572.92,East,Store 3,Returning
TX-3982,2022-07-20,Electronics,Headphones,42.91,10,38.62,3,115.86,South,Store 1,Returning
TX-3983,2023-03-19,Home,Bed,910.85,0,910.85,1,910.85,East,Store 2,Returning
TX-3984,2022-04-08,Electronics,Tablet,790.38,0,790.38,1,790.38,West,Store 4,VIP
TX-3985,2022-04-16,Home,Sofa,263.53,20,210.81999999999996,10,2108.2,South,Store 1,New
TX-3986,2023-02-16,Food,Milk,213.75,20,171.0,9,1539.0,South,Store 2,Returning
TX-3987,2022-05-20,Home,Sofa,41.19,0,41.19,6,247.14,South,Store 5,Returning
TX-3988,2023-11-12,Clothing,T-shirt,378.71,20,302.96999999999997,3,908.91,North,Store 1,New
TX-3989,2022-03-19,Electronics,Smartphone,263.47,0,263.47,5,1317.35,South,Store 2,New
TX-3990,2022-08-22,Clothing,Dress,189.72,0,189.72,7,1328.04,North,Store 2,Returning
TX-3991,2023-09-05,Home,Bed,834.08,0,834.08,7,5838.56,East,Store 3,Returning
TX-3992,2022-11-08,Clothing,Shoes,405.73,0,405.73,5,2028.65,West,Store 4,New
TX-3993,2022-09-28,Beauty,Nailcare,435.75,15,370.39,4,1481.56,East,Store 2,New
TX-3994,2023-08-21,Home,Lamp,442.89,15,376.46,8,3011.68,West,Store 2,Loyal
TX-3995,2023-08-10,Beauty,Skincare,185.57,20,148.45999999999998,8,1187.68,South,Store 3,VIP
TX-3996,2022-04-05,Home,Lamp,997.31,0,997.31,7,6981.17,East,Store 3,New
TX-3997,2023-05-15,Food,Milk,376.03,5,357.22999999999996,4,1428.92,North,Store 5,VIP
TX-3998,2022-11-04,Electronics,Tablet,478.01,20,382.40999999999997,6,2294.46,South,Store 2,VIP
TX-3999,2023-08-19,Home,Lamp,295.66,15,251.31000000000003,8,2010.48,East,Store 4,VIP
TX-4000,2022-11-22,Clothing,Dress,216.29,15,183.85,10,1838.5,West,Store 2,Loyal
TX-4001,2022-09-13,Clothing,Dress,210.52,0,210.52,7,1473.64,West,Store 5,Returning
TX-4002,2022-04-16,Home,Desk,90.98,0,90.98,8,727.84,West,Store 2,Returning
TX-4003,2022-10-05,Clothing,Dress,416.72,5,395.88000000000005,6,2375.28,West,Store 2,New
TX-4004,2022-04-14,Food,Fruit,155.64,10,140.07999999999998,10,1400.8,West,Store 5,Returning
TX-4005,2023-09-16,Beauty,Perfume,421.13,0,421.13,6,2526.78,South,Store 5,New
TX-4006,2023-02-08,Beauty,Makeup,697.69,5,662.8100000000001,2,1325.62,North,Store 2,New
TX-4007,2022-08-02,Food,Milk,385.74,0,385.74,8,3085.92,South,Store 1,New
TX-4008,2023-07-04,Beauty,Haircare,816.37,5,775.55,9,6979.95,North,Store 5,Returning
TX-4009,2022-10-09,Beauty,Makeup,126.65,10,113.98,2,227.96,East,Store 4,Returning
TX-4010,2022-11-01,Food,Cheese,192.1,5,182.49,5,912.45,South,Store 5,Returning
TX-4011,2023-12-21,Home,Bed,753.15,5,715.49,4,2861.96,South,Store 5,New
TX-4012,2022-05-23,Beauty,Nailcare,634.3,20,507.43999999999994,5,2537.2,North,Store 2,VIP
TX-4013,2023-08-10,Home,Chair,848.02,15,720.8199999999999,2,1441.64,North,Store 2,VIP
TX-4014,2023-01-28,Home,Chair,465.56,5,442.28,10,4422.8,West,Store 4,New
TX-4015,2023-11-30,Beauty,Makeup,226.27,5,214.96,4,859.84,North,Store 1,New
TX-4016,2022-04-21,Clothing,Dress,787.41,20,629.93,10,6299.3,North,Store 1,VIP
TX-4017,2022-09-10,Beauty,Nailcare,279.39,0,279.39,10,2793.9,North,Store 1,Returning
TX-4018,2022-08-26,Home,Bed,223.29,10,200.95999999999998,7,1406.72,West,Store 2,Loyal
TX-4019,2022-04-13,Home,Sofa,827.27,0,827.27,9,7445.43,East,Store 1,New
TX-4020,2023-03-21,Food,Fruit,224.35,0,224.35,2,448.7,East,Store 5,New
TX-4021,2023-02-15,Electronics,Tablet,582.56,20,466.04999999999995,10,4660.5,North,Store 1,New
TX-4022,2022-11-16,Clothing,T-shirt,159.02,5,151.07000000000002,9,1359.63,West,Store 4,New
TX-4023,2023-07-12,Electronics,Laptop,877.41,0,877.41,10,8774.1,North,Store 2,Loyal
TX-4024,2022-05-05,Clothing,Dress,506.92,0,506.92,6,3041.52,East,Store 5,Loyal
TX-4025,2022-03-03,Clothing,Dress,205.51,5,195.23,7,1366.61,North,Store 4,New
TX-4026,2023-08-29,Electronics,Smartphone,921.57,20,737.26,7,5160.82,North,Store 1,Loyal
TX-4027,2023-05-08,Electronics,Laptop,792.81,10,713.53,2,1427.06,South,Store 2,New
TX-4028,2023-11-30,Home,Sofa,996.4,10,896.76,5,4483.8,West,Store 1,Returning
TX-4029,2023-07-23,Electronics,Tablet,101.1,0,101.1,3,303.3,West,Store 3,Loyal
TX-4030,2023-05-12,Electronics,Camera,221.0,5,209.95,7,1469.65,West,Store 5,Loyal
TX-4031,2023-01-25,Home,Desk,195.65,0,195.65,2,391.3,South,Store 5,New
TX-4032,2023-10-15,Food,Eggs,618.52,0,618.52,2,1237.04,West,Store 1,Loyal
TX-4033,2022-09-13,Clothing,T-shirt,354.87,0,354.87,1,354.87,North,Store 2,New
TX-4034,2022-08-12,Home,Sofa,416.85,5,396.01000000000005,7,2772.07,South,Store 4,New
TX-4035,2023-07-16,Home,Bed,343.76,0,343.76,6,2062.56,South,Store 4,Loyal
TX-4036,2022-01-03,Clothing,Dress,290.17,10,261.15000000000003,2,522.3,West,Store 5,Loyal
TX-4037,2023-06-23,Home,Desk,396.52,0,396.52,5,1982.6,South,Store 1,New
TX-4038,2022-04-19,Beauty,Skincare,438.36,0,438.36,6,2630.16,West,Store 2,Loyal
TX-4039,2023-06-01,Home,Lamp,853.22,0,853.22,3,2559.66,West,Store 1,VIP
TX-4040,2023-02-04,Food,Milk,762.82,0,762.82,6,4576.92,West,Store 3,New
TX-4041,2023-01-27,Electronics,Headphones,32.33,0,32.33,1,32.33,North,Store 3,Loyal
TX-4042,2022-08-16,Electronics,Headphones,514.15,20,411.32,7,2879.24,South,Store 3,New
TX-4043,2023-12-19,Beauty,Haircare,780.25,5,741.24,2,1482.48,North,Store 1,VIP
TX-4044,2023-07-09,Beauty,Perfume,675.59,0,675.59,2,1351.18,West,Store 2,Returning
TX-4045,2023-04-29,Food,Milk,200.25,0,200.25,2,400.5,North,Store 3,Returning
TX-4046,2022-08-23,Clothing,Shoes,156.6,10,140.94,3,422.82,South,Store 3,New
TX-4047,2022-10-12,Food,Eggs,867.66,0,867.66,9,7808.94,South,Store 3,Loyal
TX-4048,2022-01-02,Home,Sofa,48.62,0,48.62,9,437.58,East,Store 4,New
TX-4049,2023-01-17,Electronics,Laptop,936.65,0,936.65,6,5619.9,North,Store 3,Returning
TX-4050,2023-03-30,Clothing,Jeans,768.48,0,768.48,9,6916.32,South,Store 1,VIP
TX-4051,2022-05-01,Home,Desk,560.96,0,560.96,1,560.96,West,Store 5,Returning
TX-4052,2022-05-11,Beauty,Perfume,852.97,20,682.38,1,682.38,East,Store 1,Loyal
TX-4053,2023-12-31,Home,Lamp,308.27,15,262.03,10,2620.3,East,Store 2,New
TX-4054,2022-09-26,Home,Desk,560.11,0,560.11,8,4480.88,East,Store 2,New
TX-4055,2022-03-29,Beauty,Nailcare,927.07,20,741.6600000000001,4,2966.64,North,Store 4,Returning
TX-4056,2022-12-19,Food,Fruit,646.05,15,549.14,1,549.14,South,Store 4,New
TX-4057,2022-05-30,Electronics,Smartphone,825.67,20,660.54,10,6605.4,West,Store 3,Returning
TX-4058,2023-02-17,Beauty,Nailcare,23.6,20,18.880000000000003,6,113.28,East,Store 3,VIP
TX-4059,2023-01-17,Beauty,Nailcare,313.0,20,250.4,1,250.4,East,Store 2,New
TX-4060,2023-03-06,Beauty,Haircare,570.77,10,513.6899999999999,1,513.69,East,Store 3,Returning
TX-4061,2023-09-15,Beauty,Haircare,24.62,5,23.39,2,46.78,North,Store 4,Loyal
TX-4062,2023-04-16,Clothing,Jeans,457.82,0,457.82,5,2289.1,East,Store 4,New
TX-4063,2023-02-13,Home,Lamp,449.72,0,449.72,2,899.44,South,Store 4,New
TX-4064,2023-08-25,Beauty,Perfume,148.61,0,148.61,4,594.44,North,Store 5,Loyal
TX-4065,2023-05-06,Food,Fruit,617.64,0,617.64,10,6176.4,West,Store 3,Loyal
TX-4066,2023-04-16,Food,Milk,329.88,15,280.4,1,280.4,East,Store 2,Returning
TX-4067,2022-05-25,Home,Lamp,220.47,0,220.47,9,1984.23,North,Store 1,Loyal
TX-4068,2023-04-11,Clothing,Dress,119.5,10,107.55,6,645.3,East,Store 2,VIP
TX-4069,2022-04-21,Home,Chair,344.66,5,327.43,8,2619.44,East,Store 5,New
TX-4070,2022-06-28,Food,Fruit,810.9,0,810.9,1,810.9,South,Store 3,Returning
TX-4071,2023-04-09,Electronics,Smartphone,996.78,15,847.26,4,3389.04,South,Store 2,Loyal
TX-4072,2023-09-07,Home,Bed,189.47,10,170.52,4,682.08,North,Store 3,Returning
TX-4073,2023-02-01,Clothing,T-shirt,286.74,15,243.73000000000002,3,731.19,West,Store 4,Returning
TX-4074,2023-09-25,Beauty,Perfume,448.2,10,403.38,2,806.76,West,Store 3,Returning
TX-4075,2022-05-23,Clothing,T-shirt,309.02,0,309.02,7,2163.14,West,Store 5,Returning
TX-4076,2023-01-03,Clothing,Shoes,184.33,5,175.11,7,1225.77,West,Store 5,Returning
TX-4077,2022-01-06,Food,Milk,986.34,20,789.07,6,4734.42,North,Store 2,New
TX-4078,2022-08-25,Beauty,Makeup,505.11,0,505.11,5,2525.55,East,Store 1,Returning
TX-4079,2022-02-16,Food,Bread,674.71,15,573.5,1,573.5,North,Store 5,Returning
TX-4080,2022-09-07,Clothing,Dress,622.81,0,622.81,8,4982.48,West,Store 1,New
TX-4081,2022-03-01,Electronics,Smartphone,711.65,0,711.65,6,4269.9,West,Store 1,VIP
TX-4082,2022-07-08,Home,Desk,718.39,0,718.39,5,3591.95,West,Store 1,Loyal
TX-4083,2023-09-07,Home,Sofa,729.82,0,729.82,10,7298.2,South,Store 2,New
TX-4084,2022-12-19,Clothing,Jeans,745.47,20,596.38,2,1192.76,West,Store 4,VIP
TX-4085,2023-07-02,Electronics,Tablet,338.18,5,321.27,5,1606.35,West,Store 3,Returning
TX-4086,2022-01-14,Electronics,Camera,302.75,0,302.75,6,1816.5,South,Store 5,New
TX-4087,2023-11-18,Food,Cheese,433.63,0,433.63,7,3035.41,West,Store 3,New
TX-4088,2022-07-01,Food,Cheese,76.23,20,60.980000000000004,1,60.98,South,Store 5,New
TX-4089,2023-12-19,Home,Desk,551.97,0,551.97,7,3863.79,North,Store 5,New
TX-4090,2022-05-16,Clothing,T-shirt,678.42,0,678.42,7,4748.94,West,Store 5,VIP
TX-4091,2023-01-31,Food,Cheese,212.45,15,180.57999999999998,4,722.32,South,Store 2,Returning
TX-4092,2023-05-13,Electronics,Camera,362.18,20,289.74,3,869.22,North,Store 2,VIP
TX-4093,2023-10-14,Beauty,Skincare,650.65,0,650.65,6,3903.9,West,Store 2,VIP
TX-4094,2022-03-27,Home,Lamp,610.21,15,518.6800000000001,4,2074.72,North,Store 1,New
TX-4095,2022-09-08,Food,Eggs,775.18,0,775.18,4,3100.72,South,Store 2,New
TX-4096,2022-05-27,Home,Desk,351.13,0,351.13,9,3160.17,West,Store 4,Returning
TX-4097,2023-05-06,Beauty,Skincare,112.25,0,112.25,9,1010.25,South,Store 4,VIP
TX-4098,2023-08-07,Electronics,Tablet,896.56,0,896.56,9,8069.04,South,Store 1,New
TX-4099,2022-10-09,Electronics,Headphones,805.79,0,805.79,3,2417.37,West,Store 4,Loyal
TX-4100,2023-03-18,Food,Milk,872.79,0,872.79,6,5236.74,North,Store 2,VIP
TX-4101,2022-10-14,Home,Bed,228.4,0,228.4,4,913.6,West,Store 3,VIP
TX-4102,2023-01-31,Beauty,Haircare,977.65,10,879.88,5,4399.4,West,Store 5,Loyal
TX-4103,2023-03-13,Clothing,Jeans,285.9,0,285.9,10,2859.0,East,Store 3,New
TX-4104,2022-11-11,Food,Milk,321.75,0,321.75,7,2252.25,South,Store 5,VIP
TX-4105,2023-01-28,Beauty,Skincare,860.16,20,688.13,3,2064.39,North,Store 4,Returning
TX-4106,2023-04-04,Food,Cheese,187.53,10,168.78,4,675.12,East,Store 1,VIP
TX-4107,2022-08-09,Home,Bed,867.81,0,867.81,2,1735.62,South,Store 5,New
TX-4108,2023-03-24,Home,Sofa,194.19,10,174.76999999999998,4,699.08,East,Store 4,VIP
TX-4109,2023-12-08,Electronics,Tablet,911.6,0,911.6,8,7292.8,West,Store 2,Loyal
TX-4110,2023-06-17,Home,Sofa,464.37,0,464.37,4,1857.48,South,Store 5,Returning
TX-4111,2022-10-27,Food,Fruit,683.83,15,581.26,3,1743.78,South,Store 2,VIP
TX-4112,2022-06-09,Electronics,Camera,701.73,5,666.64,5,3333.2,East,Store 1,VIP
TX-4113,2023-02-14,Food,Bread,401.47,0,401.47,7,2810.29,South,Store 2,VIP
TX-4114,2022-01-05,Electronics,Laptop,988.56,10,889.6999999999999,3,2669.1,North,Store 1,Loyal
TX-4115,2022-10-02,Clothing,Jacket,818.94,5,777.99,9,7001.91,South,Store 2,Returning
TX-4116,2023-04-08,Beauty,Haircare,32.71,5,31.07,9,279.63,South,Store 5,VIP
TX-4117,2023-10-16,Electronics,Smartphone,387.38,5,368.01,6,2208.06,East,Store 5,Loyal
TX-4118,2023-09-06,Clothing,T-shirt,566.67,0,566.67,6,3400.02,West,Store 3,New
TX-4119,2022-07-12,Clothing,Dress,625.42,20,500.34,2,1000.68,South,Store 3,New
TX-4120,2023-10-31,Electronics,Laptop,117.2,5,111.34,6,668.04,East,Store 4,New
TX-4121,2022-12-20,Beauty,Perfume,545.48,0,545.48,1,545.48,South,Store 5,New
TX-4122,2022-09-19,Electronics,Laptop,289.03,5,274.58,5,1372.9,South,Store 1,Loyal
TX-4123,2023-01-30,Beauty,Skincare,85.09,0,85.09,4,340.36,East,Store 2,New
TX-4124,2023-06-12,Clothing,Jacket,317.19,0,317.19,6,1903.14,East,Store 5,New
TX-4125,2022-02-13,Beauty,Perfume,112.08,5,106.48,7,745.36,East,Store 4,Loyal
TX-4126,2022-04-23,Food,Cheese,553.43,0,553.43,1,553.43,North,Store 5,New
TX-4127,2023-04-19,Electronics,Headphones,898.48,5,853.5600000000001,9,7682.04,South,Store 4,New
TX-4128,2022-04-06,Electronics,Tablet,520.8,0,520.8,7,3645.6,West,Store 5,VIP
TX-4129,2022-03-29,Beauty,Nailcare,475.32,15,404.02,7,2828.14,West,Store 3,Returning
TX-4130,2022-07-23,Clothing,Jacket,75.02,10,67.52,1,67.52,East,Store 1,Loyal
TX-4131,2022-08-01,Home,Lamp,263.03,5,249.87999999999997,9,2248.92,North,Store 5,Loyal
TX-4132,2022-12-02,Food,Milk,549.98,10,494.98,4,1979.92,East,Store 2,Returning
TX-4133,2023-11-03,Beauty,Nailcare,171.46,0,171.46,3,514.38,West,Store 4,Returning
TX-4134,2023-04-25,Food,Eggs,563.96,5,535.76,2,1071.52,East,Store 5,Loyal
TX-4135,2023-03-15,Beauty,Haircare,608.7,0,608.7,4,2434.8,North,Store 2,New
TX-4136,2023-06-12,Home,Lamp,166.01,5,157.70999999999998,8,1261.68,South,Store 4,VIP
TX-4137,2023-08-30,Beauty,Makeup,262.5,0,262.5,2,525.0,East,Store 1,Returning
TX-4138,2022-05-09,Beauty,Skincare,943.95,20,755.1600000000001,7,5286.12,North,Store 2,New
TX-4139,2023-07-12,Food,Milk,941.96,15,800.6700000000001,1,800.67,West,Store 2,New
TX-4140,2023-04-13,Clothing,Shoes,866.38,5,823.06,3,2469.18,West,Store 4,VIP
TX-4141,2022-04-29,Electronics,Camera,299.56,0,299.56,6,1797.36,South,Store 4,VIP
TX-4142,2022-01-02,Beauty,Perfume,18.53,20,14.82,2,29.64,South,Store 1,New
TX-4143,2022-05-25,Home,Lamp,201.53,0,201.53,5,1007.65,West,Store 2,New
TX-4144,2023-11-06,Food,Cheese,985.6,0,985.6,2,1971.2,West,Store 1,VIP
TX-4145,2023-01-21,Home,Chair,440.16,0,440.16,7,3081.12,West,Store 4,VIP
TX-4146,2022-02-11,Beauty,Nailcare,726.2,20,580.96,7,4066.72,South,Store 2,Loyal
TX-4147,2022-09-30,Electronics,Laptop,618.84,0,618.84,6,3713.04,South,Store 2,Loyal
TX-4148,2023-11-22,Food,Eggs,204.31,20,163.45,8,1307.6,South,Store 2,Returning
TX-4149,2022-04-01,Beauty,Perfume,762.64,0,762.64,4,3050.56,North,Store 4,New
TX-4150,2023-12-11,Home,Desk,675.04,5,641.29,7,4489.03,North,Store 1,Loyal
TX-4151,2023-10-18,Beauty,Perfume,91.79,0,91.79,6,550.74,North,Store 1,New
TX-4152,2023-02-11,Clothing,Jacket,18.82,0,18.82,9,169.38,North,Store 2,VIP
TX-4153,2023-07-28,Beauty,Makeup,672.73,20,538.1800000000001,8,4305.44,East,Store 5,VIP
TX-4154,2023-07-24,Clothing,Jeans,325.46,0,325.46,9,2929.14,South,Store 3,VIP
TX-4155,2023-09-07,Clothing,T-shirt,290.85,20,232.68,7,1628.76,West,Store 5,New
TX-4156,2022-09-16,Food,Milk,970.6,15,825.01,9,7425.09,West,Store 4,Loyal
TX-4157,2022-09-03,Clothing,T-shirt,877.83,5,833.94,2,1667.88,West,Store 2,VIP
TX-4158,2023-01-09,Clothing,Shoes,150.57,15,127.97999999999999,7,895.86,East,Store 3,Returning
TX-4159,2023-05-26,Clothing,Dress,12.59,15,10.7,1,10.7,South,Store 1,VIP
TX-4160,2022-02-20,Electronics,Tablet,669.87,10,602.88,7,4220.16,North,Store 3,New
TX-4161,2022-01-25,Beauty,Skincare,287.01,15,243.95999999999998,3,731.88,West,Store 1,VIP
TX-4162,2022-07-27,Electronics,Smartphone,988.47,10,889.62,6,5337.72,West,Store 2,VIP
TX-4163,2023-12-31,Clothing,T-shirt,98.52,10,88.67,1,88.67,North,Store 1,New
TX-4164,2023-09-02,Beauty,Makeup,75.31,20,60.25,8,482.0,North,Store 1,Loyal
TX-4165,2023-06-29,Electronics,Smartphone,531.46,0,531.46,4,2125.84,East,Store 3,New
TX-4166,2023-07-11,Beauty,Makeup,628.74,15,534.4300000000001,1,534.43,South,Store 1,Loyal
TX-4167,2022-08-14,Food,Cheese,430.45,10,387.4,4,1549.6,West,Store 4,Returning
TX-4168,2023-10-21,Electronics,Camera,790.98,10,711.88,2,1423.76,South,Store 2,VIP
TX-4169,2022-03-10,Home,Chair,310.07,20,248.06,8,1984.48,East,Store 4,New
TX-4170,2022-12-22,Clothing,T-shirt,993.57,15,844.5300000000001,2,1689.06,North,Store 3,Returning
TX-4171,2022-09-08,Electronics,Camera,438.32,0,438.32,4,1753.28,West,Store 5,Loyal
TX-4172,2022-04-07,Beauty,Nailcare,987.56,5,938.18,5,4690.9,South,Store 4,Returning
TX-4173,2023-02-22,Home,Sofa,759.89,5,721.9,2,1443.8,West,Store 4,VIP
TX-4174,2023-12-08,Electronics,Camera,500.29,5,475.28000000000003,7,3326.96,South,Store 5,Returning
TX-4175,2022-08-30,Food,Fruit,530.7,20,424.56000000000006,6,2547.36,North,Store 1,VIP
TX-4176,2023-10-18,Clothing,Jacket,925.08,5,878.83,3,2636.49,South,Store 2,VIP
TX-4177,2023-03-22,Food,Fruit,832.49,5,790.87,9,7117.83,North,Store 5,Returning
TX-4178,2023-10-22,Food,Bread,950.11,5,902.6,6,5415.6,South,Store 2,New
TX-4179,2022-10-26,Beauty,Nailcare,249.42,0,249.42,6,1496.52,North,Store 2,Loyal
TX-4180,2023-09-30,Food,Cheese,470.2,5,446.69,7,3126.83,East,Store 5,VIP
TX-4181,2022-10-31,Electronics,Camera,840.22,0,840.22,9,7561.98,East,Store 5,New
TX-4182,2022-01-31,Electronics,Tablet,133.55,5,126.87,8,1014.96,North,Store 4,Loyal
TX-4183,2023-07-19,Beauty,Makeup,575.94,20,460.75000000000006,3,1382.25,East,Store 4,Loyal
TX-4184,2022-04-06,Beauty,Nailcare,446.99,0,446.99,2,893.98,East,Store 5,VIP
TX-4185,2022-02-27,Home,Sofa,14.32,10,12.89,10,128.9,South,Store 3,Loyal
TX-4186,2023-12-22,Clothing,Shoes,948.42,0,948.42,9,8535.78,West,Store 3,VIP
TX-4187,2023-10-04,Clothing,T-shirt,776.2,0,776.2,10,7762.0,South,Store 1,New
TX-4188,2022-06-03,Home,Sofa,73.17,0,73.17,9,658.53,West,Store 1,VIP
TX-4189,2022-06-25,Beauty,Perfume,407.49,0,407.49,10,4074.9,East,Store 2,Returning
TX-4190,2022-08-21,Clothing,Jacket,608.68,0,608.68,2,1217.36,North,Store 4,Returning
TX-4191,2022-01-14,Food,Milk,29.61,15,25.169999999999998,3,75.51,East,Store 2,VIP
TX-4192,2023-12-29,Food,Milk,266.97,5,253.62000000000003,10,2536.2,West,Store 3,Returning
TX-4193,2023-10-13,Home,Sofa,700.31,0,700.31,6,4201.86,West,Store 1,Loyal
TX-4194,2023-02-05,Beauty,Skincare,902.28,10,812.05,8,6496.4,East,Store 1,VIP
TX-4195,2023-05-20,Clothing,Dress,649.48,0,649.48,5,3247.4,East,Store 2,Loyal
TX-4196,2022-03-09,Home,Desk,658.76,15,559.95,9,5039.55,West,Store 3,Returning
TX-4197,2022-10-02,Beauty,Makeup,788.68,15,670.38,9,6033.42,South,Store 3,VIP
TX-4198,2022-06-13,Food,Cheese,223.68,0,223.68,7,1565.76,East,Store 5,Loyal
TX-4199,2022-06-07,Electronics,Headphones,478.03,0,478.03,9,4302.27,West,Store 1,Loyal
TX-4200,2022-06-12,Food,Fruit,565.24,10,508.72,5,2543.6,East,Store 2,VIP
TX-4201,2023-12-09,Home,Chair,41.36,0,41.36,1,41.36,East,Store 3,New
TX-4202,2022-02-02,Beauty,Makeup,536.69,0,536.69,7,3756.83,West,Store 2,New
