id_klienta,liczba_transakcji,pierwsza_transakcja,ostatnia_transakcja,laczna_wartosc,srednia_wartosc_zamowienia,min_wartosc_zamowienia,max_wartosc_zamowienia,miasto,segment,data_rejestracji,dni_miedzy_transakcjami,dni_od_rejestracji_do_pierwszego_zakupu,dni_od_ostatniego_zakupu
K000333,46,2023-01-01,2023-06-23,263069.195,5718.895543478261,563.832,16527.084000000003,Łódź,Standard,2022-07-01 02:54:24.864864864,3.8444444444444446,183,6
K000334,53,2023-01-02,2023-06-26,339726.5735,6409.935349056604,61.542,16857.95,Łódź,Premium,2022-07-01 16:00:00.000000000,3.3653846153846154,184,3
K000335,53,2023-01-03,2023-06-28,314530.582,5934.5392830188675,65.44,15457.6345,Szczecin,Standard,2022-07-02 05:05:35.135135134,3.3846153846153846,184,1
K000336,58,2023-01-03,2023-06-25,286756.656,4944.080275862069,366.72,14110.228500000001,Warszawa,Standard,2022-07-02 18:11:10.270270270,3.0350877192982457,184,4
K000337,49,2023-01-02,2023-06-22,301026.044,6143.388653061224,318.11,14558.87,Łódź,Premium,2022-07-03 07:16:45.405405404,3.5625,182,7
K000338,49,2023-01-03,2023-06-27,316068.813,6450.383938775511,489.42150000000004,16094.162,Poznań,Standard,2022-07-03 20:22:20.540540540,3.6458333333333335,183,2
K000339,52,2023-01-02,2023-06-27,278007.36950000003,5346.295567307693,31.032000000000004,16942.467,Poznań,Standard,2022-07-04 09:27:55.675675674,3.450980392156863,181,2
K000340,52,2023-01-05,2023-06-23,280410.255,5392.504903846154,122.61,16851.108,Poznań,Standard,2022-07-04 22:33:30.810810810,3.3137254901960786,184,6
K000341,46,2023-01-06,2023-06-29,255116.1655,5546.003597826087,225.64,15574.010000000002,Warszawa,Standard,2022-07-05 11:39:05.945945946,3.8666666666666667,184,0
K000342,63,2023-01-01,2023-06-23,353382.617,5609.247888888889,12.93,15245.092,Łódź,Standard,2022-07-06 00:44:41.081081080,2.7903225806451615,178,6
K000343,42,2023-01-09,2023-06-27,282582.756,6728.160857142857,94.42,14775.955000000002,Warszawa,Standard,2022-07-06 13:50:16.216216216,4.121951219512195,186,2
K000344,54,2023-01-06,2023-06-26,334947.2145,6202.726194444444,29.448,16661.277000000002,Poznań,Standard,2022-07-07 02:55:51.351351350,3.2264150943396226,182,3
K000345,51,2023-01-04,2023-06-29,355383.991,6968.313549019607,989.064,13652.2225,Szczecin,Standard,2022-07-07 16:01:26.486486486,3.52,180,0
K000346,55,2023-01-06,2023-06-29,289287.801,5259.7782,668.88,14688.052,Łódź,Premium,2022-07-08 05:07:01.621621620,3.2222222222222223,181,0
K000347,48,2023-01-01,2023-06-29,285015.512,5937.823166666666,20.04,16460.864,Łódź,Standard,2022-07-08 18:12:36.756756756,3.8085106382978724,176,0
K000348,48,2023-01-04,2023-06-26,256637.06,5346.605416666666,12.93,16797.9465,Wrocław,Standard,2022-07-09 07:18:11.891891892,3.6808510638297873,178,3
K000349,52,2023-01-01,2023-06-29,303217.0385,5831.09689423077,87.1845,15517.044000000002,Wrocław,Standard,2022-07-09 20:23:47.027027026,3.5098039215686274,175,0
K000350,43,2023-01-10,2023-06-22,245795.172,5716.1667906976745,94.42,13442.289499999999,Kraków,VIP,2022-07-10 09:29:22.162162162,3.880952380952381,183,7
K000351,52,2023-01-04,2023-06-25,327967.018,6307.058038461538,339.16,15421.796000000002,Gdańsk,Standard,2022-07-10 22:34:57.297297296,3.372549019607843,177,4
K000352,38,2023-01-08,2023-06-29,223137.087,5872.028605263158,97.4415,20459.43,Wrocław,Standard,2022-07-11 11:40:32.432432432,4.648648648648648,180,0
K000353,47,2023-01-04,2023-06-27,275032.9925,5851.76579787234,118.72,15930.927,Warszawa,Premium,2022-07-12 00:46:07.567567566,3.782608695652174,175,2
K000354,48,2023-01-11,2023-06-27,287383.211,5987.150229166667,144.33,15076.527,Wrocław,Premium,2022-07-12 13:51:42.702702702,3.5531914893617023,182,2
K000355,49,2023-01-05,2023-06-25,297836.1365,6078.288500000001,241.32999999999998,14429.1775,Kraków,Standard,2022-07-13 02:57:17.837837838,3.5625,175,4
K000356,64,2023-01-13,2023-06-29,349696.7985,5464.0124765625,193.21,16445.0935,Łódź,Premium,2022-07-13 16:02:52.972972972,2.6507936507936507,183,0
K000357,55,2023-01-03,2023-06-24,302387.956,5497.962836363637,535.91,16595.94,Kraków,Standard,2022-07-14 05:08:28.108108108,3.185185185185185,172,5
K000358,47,2023-01-04,2023-06-27,300262.089,6388.555085106383,32.72,14631.768,Łódź,Standard,2022-07-14 18:14:03.243243242,3.782608695652174,173,2
K000359,53,2023-01-07,2023-06-29,318285.148,6005.380150943396,112.82,16469.2215,Szczecin,Standard,2022-07-15 07:19:38.378378378,3.326923076923077,175,0
K000360,59,2023-01-08,2023-06-24,385843.557,6539.721305084745,836.9025,15622.060000000001,Szczecin,Standard,2022-07-15 20:25:13.513513512,2.8793103448275863,176,5
K000361,52,2023-01-01,2023-06-28,320230.286,6158.274730769232,321.537,14765.381000000001,Łódź,Premium,2022-07-16 09:30:48.648648648,3.4901960784313726,168,1
K000362,57,2023-01-02,2023-06-29,362173.8355,6353.926938596491,162.351,15966.72,Gdańsk,Standard,2022-07-16 22:36:23.783783782,3.1785714285714284,169,0
K000363,48,2023-01-03,2023-06-29,304293.0935,6339.439447916667,596.0250000000001,15967.186,Wrocław,Standard,2022-07-17 11:41:58.918918918,3.765957446808511,169,0
K000364,57,2023-01-03,2023-06-26,342040.6695,6000.713500000001,38.79,16641.5755,Warszawa,Premium,2022-07-18 00:47:34.054054054,3.107142857142857,168,3
K000365,63,2023-01-05,2023-06-24,441902.2955,7014.3221507936505,241.5945,16704.72,Warszawa,Premium,2022-07-18 13:53:09.189189188,2.7419354838709675,170,5
K000366,55,2023-01-06,2023-06-28,344607.773,6265.595872727273,356.89050000000003,16807.1,Poznań,Standard,2022-07-19 02:58:44.324324324,3.2037037037037037,170,1
K000367,43,2023-01-04,2023-06-27,213231.799,4958.879046511628,456.34,15116.264500000001,Łódź,Standard,2022-07-19 16:04:19.459459458,4.142857142857143,168,2
K000368,51,2023-01-03,2023-06-17,296284.2385,5809.494872549019,555.4,14487.217999999999,Warszawa,Standard,2022-07-20 05:09:54.594594594,3.3,166,12
K000369,64,2023-01-01,2023-06-29,427677.5785,6682.4621640625,118.72,17166.833,Gdańsk,Premium,2022-07-20 18:15:29.729729728,2.8412698412698414,164,0
K000370,54,2023-01-02,2023-06-28,328508.207,6083.485314814815,292.04,17867.395,Łódź,Standard,2022-07-21 07:21:04.864864864,3.339622641509434,164,1
K000371,38,2023-01-02,2023-06-29,259026.1825,6816.478486842105,214.358,19794.327,Gdańsk,VIP,2022-07-21 20:26:40.000000000,4.8108108108108105,164,0
K000372,53,2023-01-07,2023-06-29,310144.9515,5851.7915377358495,219.17999999999998,15415.829,Warszawa,Standard,2022-07-22 09:32:15.135135134,3.326923076923077,168,0
K000373,42,2023-01-10,2023-06-28,248433.2165,5915.0765833333335,517.161,16378.115000000002,Warszawa,Standard,2022-07-22 22:37:50.270270270,4.121951219512195,171,1
K000374,56,2023-01-01,2023-06-29,332142.738,5931.1203214285715,476.01,14153.7975,Poznań,Standard,2022-07-23 11:43:25.405405404,3.2545454545454544,161,0
K000375,41,2023-01-03,2023-06-29,240369.2435,5862.664475609757,498.39,16800.264499999997,Warszawa,Standard,2022-07-24 00:49:00.540540540,4.425,162,0
K000376,60,2023-01-02,2023-06-26,333581.864,5559.697733333333,10.02,14767.19,Łódź,Standard,2022-07-24 13:54:35.675675674,2.9661016949152543,161,3
K000377,60,2023-01-01,2023-06-28,343398.0225,5723.300375000001,559.88,15479.411,Szczecin,VIP,2022-07-25 03:00:10.810810810,3.016949152542373,159,1
K000378,47,2023-01-07,2023-06-29,307043.40499999997,6532.838404255319,528.9,15815.317000000001,Łódź,Standard,2022-07-25 16:05:45.945945946,3.760869565217391,165,0
K000379,52,2023-01-02,2023-06-27,282719.3705,5436.910971153847,477.6,12422.33,Łódź,Standard,2022-07-26 05:11:21.081081080,3.450980392156863,159,2
K000380,44,2023-01-03,2023-06-29,249189.233,5663.391659090909,272.11,14722.446000000002,Poznań,Premium,2022-07-26 18:16:56.216216216,4.116279069767442,160,0
K000381,47,2023-01-05,2023-06-29,249806.729,5315.036787234042,288.66,15141.1575,Poznań,Standard,2022-07-27 07:22:31.351351350,3.8043478260869565,161,0
K000382,51,2023-01-01,2023-06-27,320163.056,6277.706980392157,1390.0955,13576.9935,Warszawa,Premium,2022-07-27 20:28:06.486486486,3.54,157,2
K000383,49,2023-01-06,2023-06-29,315396.5545,6436.664377551021,144.33,15084.060000000001,Kraków,Standard,2022-07-28 09:33:41.621621620,3.625,161,0
K000384,51,2023-01-08,2023-06-25,298557.5265,5854.069147058824,220.75,16908.831,Kraków,Standard,2022-07-28 22:39:16.756756756,3.36,163,4
K000385,49,2023-01-04,2023-06-29,329964.732,6733.97412244898,51.1105,16488.13,Poznań,Standard,2022-07-29 11:44:51.891891892,3.6666666666666665,158,0
K000386,64,2023-01-02,2023-06-25,394140.28,6158.441875,226.3,17712.278,Warszawa,Standard,2022-07-30 00:50:27.027027028,2.761904761904762,155,4
K000387,65,2023-01-01,2023-06-29,336906.998,5183.184584615385,60.13,12515.995,Kraków,VIP,2022-07-30 13:56:02.162162160,2.796875,154,0
K000388,51,2023-01-06,2023-06-27,310475.629,6087.757431372549,122.61,16137.509999999998,Warszawa,Standard,2022-07-31 03:01:37.297297296,3.44,158,2
K000389,35,2023-01-04,2023-06-28,211543.7685,6044.107671428572,954.33,21883.699500000002,Warszawa,Standard,2022-07-31 16:07:12.432432432,5.147058823529412,156,1
K000390,60,2023-01-07,2023-06-22,337275.1585,5621.252641666667,600.15,15780.887999999999,Warszawa,Standard,2022-08-01 05:12:47.567567568,2.8135593220338984,158,7
K000391,46,2023-01-05,2023-06-29,254455.2935,5531.636815217391,94.42,14796.399,Wrocław,Standard,2022-08-01 18:18:22.702702700,3.888888888888889,156,0
K000392,43,2023-01-08,2023-06-29,217429.2525,5056.494244186047,12.93,13741.1685,Łódź,Premium,2022-08-02 07:23:57.837837836,4.095238095238095,158,0
K000393,56,2023-01-01,2023-06-27,330900.3925,5908.935580357143,122.61,18533.117000000002,Warszawa,Standard,2022-08-02 20:29:32.972972972,3.2181818181818183,151,2
K000394,61,2023-01-02,2023-06-29,371811.35,6095.268032786885,311.67,14228.1145,Wrocław,Standard,2022-08-03 09:35:08.108108108,2.966666666666667,151,0
K000395,52,2023-01-03,2023-06-23,289679.8595,5570.766528846154,797.06,16821.27,Poznań,VIP,2022-08-03 22:40:43.243243244,3.3529411764705883,152,6
K000396,56,2023-01-01,2023-06-28,339165.6165,6056.528866071429,30.771,15603.548,Kraków,Standard,2022-08-04 11:46:18.378378376,3.2363636363636363,149,1
K000397,43,2023-01-06,2023-06-23,241240.158,5610.23623255814,334.44,16590.48,Łódź,VIP,2022-08-05 00:51:53.513513512,4.0,153,6
K000398,42,2023-01-02,2023-06-29,254678.01700000002,6063.7623095238105,112.784,17292.9025,Szczecin,Standard,2022-08-05 13:57:28.648648648,4.341463414634147,149,0
K000399,56,2023-01-07,2023-06-27,370836.339,6622.077482142857,705.679,17581.85,Kraków,Standard,2022-08-06 03:03:03.783783784,3.109090909090909,153,2
K000400,42,2023-01-05,2023-06-12,240243.545,5720.084404761905,188.84,15424.647,Łódź,Standard,2022-08-06 16:08:38.918918916,3.8536585365853657,151,17
K000401,41,2023-01-06,2023-06-27,257396.4835,6277.963012195122,304.614,17376.183,Szczecin,Premium,2022-08-07 05:14:14.054054052,4.3,151,2
K000402,45,2023-01-03,2023-06-28,284788.0755,6328.6239,637.507,15940.550000000001,Kraków,VIP,2022-08-07 18:19:49.189189188,4.0,148,1
K000403,53,2023-01-03,2023-06-24,330501.558,6235.878452830189,997.55,16625.75,Łódź,Standard,2022-08-08 07:25:24.324324324,3.3076923076923075,147,5
K000404,44,2023-01-02,2023-06-04,252945.362,5748.758227272727,623.34,12780.828,Kraków,Standard,2022-08-08 20:30:59.459459460,3.558139534883721,146,25
K000405,50,2023-01-08,2023-06-28,263648.4275,5272.96855,366.94,15498.339,Kraków,Standard,2022-08-09 09:36:34.594594592,3.489795918367347,151,1
K000406,54,2023-01-04,2023-06-27,349537.4425,6472.9156018518515,30.06,15767.218,Szczecin,Standard,2022-08-09 22:42:09.729729728,3.2830188679245285,147,2
K000407,43,2023-01-03,2023-06-27,232240.66950000002,5400.945802325582,112.82,16664.822500000002,Kraków,Standard,2022-08-10 11:47:44.864864864,4.166666666666667,145,2
K000408,53,2023-01-03,2023-06-28,288864.043,5450.264962264151,30.06,15271.464,Kraków,VIP,2022-08-11 00:53:20.000000000,3.3846153846153846,144,1
K000409,57,2023-01-03,2023-06-25,342930.166,6016.318701754386,272.11,16819.036500000002,Szczecin,Standard,2022-08-11 13:58:55.135135136,3.0892857142857144,144,4
K000410,53,2023-01-06,2023-06-29,325989.4525,6150.744386792453,356.16,16344.553499999998,Poznań,Standard,2022-08-12 03:04:30.270270268,3.3461538461538463,146,0
K000411,47,2023-01-03,2023-06-25,235316.46850000002,5006.733372340426,211.56,17165.249499999998,Warszawa,Standard,2022-08-12 16:10:05.405405404,3.760869565217391,143,4
K000412,68,2023-01-02,2023-06-29,414420.458,6094.4185,359.941,15446.541000000001,Gdańsk,Standard,2022-08-13 05:15:40.540540540,2.656716417910448,141,0
K000413,53,2023-01-04,2023-06-17,320587.1535,6048.814216981133,714.32,16723.298000000003,Wrocław,Standard,2022-08-13 18:21:15.675675676,3.1538461538461537,143,12
K000414,55,2023-01-01,2023-06-28,304419.4685,5534.899427272728,671.59,14217.813,Gdańsk,Standard,2022-08-14 07:26:50.810810808,3.2962962962962963,139,1
K000415,40,2023-01-01,2023-06-25,275472.9675,6886.8241875,1168.215,12661.5445,Gdańsk,Premium,2022-08-14 20:32:25.945945944,4.487179487179487,139,4
K000416,60,2023-01-02,2023-06-28,350070.65,5834.510833333334,320.544,14323.87,Łódź,Standard,2022-08-15 09:38:01.081081080,3.0,139,1
K000417,59,2023-01-08,2023-06-26,357931.6355,6066.637889830508,352.8395,16223.35,Warszawa,Standard,2022-08-15 22:43:36.216216216,2.913793103448276,145,3
K000418,46,2023-01-01,2023-06-25,299046.289,6501.006282608695,398.53,14367.2935,Łódź,Standard,2022-08-16 11:49:11.351351352,3.888888888888889,137,4
K000419,51,2023-01-03,2023-06-28,305815.29850000003,5996.378401960785,76.29299999999999,19569.7705,Warszawa,Premium,2022-08-17 00:54:46.486486484,3.52,138,1
K000420,36,2023-01-23,2023-06-28,182898.191,5080.505305555555,54.704,12680.629500000001,Szczecin,Premium,2022-08-17 14:00:21.621621620,4.457142857142857,158,1
K000421,47,2023-01-06,2023-06-24,304713.555,6483.267127659575,565.128,17004.2385,Szczecin,Standard,2022-08-18 03:05:56.756756756,3.6739130434782608,140,5
K000422,52,2023-01-02,2023-06-19,312261.735,6005.0333653846155,582.05,14124.0885,Warszawa,Premium,2022-08-18 16:11:31.891891892,3.2941176470588234,136,10
K000423,50,2023-01-01,2023-06-29,348731.857,6974.637140000001,808.4784999999999,15713.227,Kraków,Standard,2022-08-19 05:17:07.027027028,3.6530612244897958,134,0
K000424,45,2023-01-04,2023-06-24,278303.2855,6184.517455555556,193.21,15364.349999999999,Poznań,Standard,2022-08-19 18:22:42.162162160,3.8863636363636362,137,5
K000425,45,2023-01-09,2023-06-29,292595.1495,6502.114433333333,107.179,14724.358,Kraków,Standard,2022-08-20 07:28:17.297297296,3.8863636363636362,141,0
K000426,42,2023-01-01,2023-06-29,293665.9275,6992.0458928571425,1543.5,16208.39,Poznań,Standard,2022-08-20 20:33:52.432432432,4.365853658536586,133,0
K000427,46,2023-01-09,2023-06-19,260269.2915,5658.028076086956,330.246,13376.358999999999,Łódź,Standard,2022-08-21 09:39:27.567567568,3.577777777777778,140,10
K000428,62,2023-01-01,2023-06-29,373622.6755,6026.1721854838715,428.02,16550.816,Poznań,VIP,2022-08-21 22:45:02.702702700,2.9344262295081966,132,0
K000429,44,2023-01-04,2023-06-22,256159.4325,5821.805284090909,428.02,14371.92,Łódź,Premium,2022-08-22 11:50:37.837837836,3.9302325581395348,134,7
K000430,45,2023-01-01,2023-06-28,227852.333,5063.385177777778,30.06,16305.029,Szczecin,Standard,2022-08-23 00:56:12.972972972,4.045454545454546,130,1
K000431,45,2023-01-04,2023-06-24,230395.4825,5119.899611111111,26.176,13898.432499999999,Gdańsk,Standard,2022-08-23 14:01:48.108108108,3.8863636363636362,133,5
K000432,45,2023-01-06,2023-06-29,277747.0595,6172.1568777777775,405.99,12704.421,Szczecin,Standard,2022-08-24 03:07:23.243243244,3.9545454545454546,134,0
K000433,59,2023-01-01,2023-06-26,334761.4965,5673.923669491525,128.328,17358.0915,Szczecin,Standard,2022-08-24 16:12:58.378378376,3.0344827586206895,129,3
K000434,67,2023-01-06,2023-06-29,379539.151,5664.763447761195,334.44,13225.19,Gdańsk,Standard,2022-08-25 05:18:33.513513512,2.6363636363636362,133,0
K000435,43,2023-01-07,2023-06-29,250534.554,5826.384976744186,169.54,17136.768,Poznań,Standard,2022-08-25 18:24:08.648648648,4.119047619047619,134,0
K000436,42,2023-01-03,2023-06-21,282913.2085,6736.028773809524,235.47,16598.14,Poznań,Standard,2022-08-26 07:29:43.783783784,4.121951219512195,129,8
K000437,57,2023-01-03,2023-06-29,321001.872,5631.6117894736835,80.14,16474.413500000002,Łódź,Premium,2022-08-26 20:35:18.918918916,3.1607142857142856,129,0
K000438,59,2023-01-02,2023-06-29,333042.0165,5644.779940677967,101.538,14188.103,Kraków,Standard,2022-08-27 09:40:54.054054052,3.0689655172413794,127,0
K000439,54,2023-01-03,2023-06-28,335337.876,6209.960666666667,138.7115,15434.478000000001,Łódź,Standard,2022-08-27 22:46:29.189189188,3.3207547169811322,128,1
K000440,54,2023-01-14,2023-06-17,326567.89,6047.553518518519,102.57,15172.649000000001,Kraków,Premium,2022-08-28 11:52:04.324324324,2.9056603773584904,138,12
K000441,55,2023-01-05,2023-06-29,326756.809,5941.032890909091,38.79,15549.957,Szczecin,Standard,2022-08-29 00:57:39.459459460,3.240740740740741,128,0
K000442,51,2023-01-09,2023-06-24,313904.267,6154.98562745098,113.15,16214.83,Gdańsk,Standard,2022-08-29 14:03:14.594594592,3.32,132,5
K000443,37,2023-01-01,2023-06-13,176177.3875,4761.551013513514,181.9085,12836.7035,Szczecin,Standard,2022-08-30 03:08:49.729729728,4.527777777777778,123,16
K000444,34,2023-01-14,2023-06-27,237658.1755,6989.946338235294,188.84,16699.2665,Warszawa,Standard,2022-08-30 16:14:24.864864864,4.96969696969697,136,2
K000445,50,2023-01-03,2023-06-25,293531.3455,5870.62691,491.25,14452.8,Poznań,Premium,2022-08-31 05:20:00.000000000,3.5306122448979593,124,4
K000446,48,2023-01-01,2023-06-22,297220.0565,6192.0845104166665,332.26,13321.846000000001,Kraków,Standard,2022-08-31 18:25:35.135135136,3.6595744680851063,122,7
K000447,40,2023-01-01,2023-06-25,228062.597,5701.564925000001,30.06,16300.1355,Łódź,Standard,2022-09-01 07:31:10.270270268,4.487179487179487,121,4
K000448,43,2023-01-02,2023-06-23,281696.423,6551.079604651163,843.03,16338.240000000002,Gdańsk,Premium,2022-09-01 20:36:45.405405404,4.095238095238095,122,6
K000449,44,2023-01-02,2023-06-28,300816.31549999997,6836.734443181817,320.82,16064.5235,Kraków,Premium,2022-09-02 09:42:20.540540540,4.116279069767442,121,1
K000450,47,2023-01-02,2023-06-26,287432.227,6115.579297872341,990.063,15452.434,Łódź,Premium,2022-09-02 22:47:55.675675676,3.8043478260869565,121,3
K000451,37,2023-01-10,2023-06-29,225852.84,6104.1308108108105,386.42,16929.614999999998,Poznań,Standard,2022-09-03 11:53:30.810810808,4.722222222222222,128,0
K000452,48,2023-01-04,2023-06-17,302934.5225,6311.135885416667,116.81600000000002,17220.675,Szczecin,Standard,2022-09-04 00:59:05.945945944,3.4893617021276597,121,12
K000453,67,2023-01-01,2023-06-29,385070.5275,5747.321305970149,65.44,14975.639500000001,Poznań,VIP,2022-09-04 14:04:41.081081080,2.712121212121212,118,0
K000454,40,2023-01-02,2023-06-26,216555.8155,5413.8953875,112.82,14052.492,Wrocław,Premium,2022-09-05 03:10:16.216216216,4.487179487179487,118,3
K000455,45,2023-01-07,2023-06-29,237917.331,5287.0518,120.21,13280.697,Warszawa,Standard,2022-09-05 16:15:51.351351352,3.9318181818181817,123,0
K000456,50,2023-01-03,2023-06-26,342478.7185,6849.57437,302.4785,12595.922,Wrocław,Standard,2022-09-06 05:21:26.486486484,3.5510204081632653,118,3
K000457,39,2023-01-04,2023-06-21,210652.834,5401.354717948718,480.12,15015.809000000001,Gdańsk,Standard,2022-09-06 18:27:01.621621620,4.421052631578948,119,8
K000458,50,2023-01-01,2023-06-23,271764.513,5435.29026,18.036,11752.104,Kraków,VIP,2022-09-07 07:32:36.756756756,3.5306122448979593,115,6
K000459,54,2023-01-09,2023-06-29,366737.7165,6791.439194444444,96.1775,20870.0285,Gdańsk,Standard,2022-09-07 20:38:11.891891892,3.2264150943396226,123,0
K000460,47,2023-01-04,2023-06-28,254411.164,5413.003489361702,332.26,14416.31,Szczecin,Standard,2022-09-08 09:43:47.027027024,3.8043478260869565,117,1
K000461,35,2023-01-08,2023-06-19,248717.059,7106.201685714286,578.66,17908.095999999998,Łódź,Standard,2022-09-08 22:49:22.162162160,4.764705882352941,121,10
K000462,53,2023-01-02,2023-06-21,305639.7925,5766.788537735849,169.54,19233.923,Poznań,Standard,2022-09-09 11:54:57.297297296,3.269230769230769,114,8
K000463,49,2023-01-02,2023-06-25,275995.19,5632.554897959184,274.22700000000003,18238.8535,Wrocław,Premium,2022-09-10 01:00:32.432432432,3.625,113,4
K000464,42,2023-01-02,2023-06-29,212543.2415,5060.5533690476195,34.19,15928.95,Wrocław,Standard,2022-09-10 14:06:07.567567568,4.341463414634147,113,0
K000465,42,2023-01-03,2023-06-29,298177.9625,7099.475297619048,947.099,17436.142,Szczecin,Premium,2022-09-11 03:11:42.702702700,4.317073170731708,113,0
K000466,64,2023-01-03,2023-06-27,413917.9965,6467.4686953125,60.13,19212.7285,Wrocław,VIP,2022-09-11 16:17:17.837837836,2.7777777777777777,113,2
K000467,50,2023-01-04,2023-06-28,309858.1155,6197.162310000001,64.11200000000001,16056.591,Szczecin,Standard,2022-09-12 05:22:52.972972972,3.5714285714285716,113,1
K000468,50,2023-01-02,2023-06-24,309882.0955,6197.64191,60.13,15390.358,Gdańsk,Standard,2022-09-12 18:28:28.108108108,3.5306122448979593,111,5
K000469,41,2023-01-07,2023-06-28,217707.609,5309.941682926829,856.2,10048.314,Poznań,Standard,2022-09-13 07:34:03.243243244,4.3,115,1
K000470,40,2023-01-06,2023-06-28,231193.72,5779.843,423.46,11790.5055,Kraków,Premium,2022-09-13 20:39:38.378378376,4.435897435897436,114,1
K000471,52,2023-01-08,2023-06-29,286940.1205,5518.079240384615,144.33,14583.342,Łódź,Standard,2022-09-14 09:45:13.513513512,3.372549019607843,115,0
K000472,51,2023-01-01,2023-06-21,271067.0465,5315.04012745098,332.26,16226.710000000001,Kraków,Standard,2022-09-14 22:50:48.648648648,3.42,108,8
K000473,46,2023-01-05,2023-06-29,319630.9705,6948.4993586956525,258.5045,16721.804,Gdańsk,Premium,2022-09-15 11:56:23.783783784,3.888888888888889,111,0
K000474,48,2023-01-02,2023-06-29,321759.03250000003,6703.313177083334,311.67,13490.9595,Łódź,Standard,2022-09-16 01:01:58.918918916,3.7872340425531914,107,0
K000475,55,2023-01-05,2023-06-29,333985.1115,6072.456572727273,138.719,16726.458,Wrocław,VIP,2022-09-16 14:07:34.054054052,3.240740740740741,110,0
K000476,42,2023-01-17,2023-06-29,247773.8615,5899.3776547619045,65.44,14791.27,Warszawa,Standard,2022-09-17 03:13:09.189189188,3.975609756097561,121,0
K000477,46,2023-01-01,2023-06-20,307071.8345,6675.474663043478,674.76,15349.34,Gdańsk,Standard,2022-09-17 16:18:44.324324324,3.7777777777777777,105,9
K000478,53,2023-01-01,2023-06-28,284389.4685,5365.839028301887,418.61,13562.0245,Gdańsk,Standard,2022-09-18 05:24:19.459459460,3.423076923076923,104,1
K000479,52,2023-01-02,2023-06-29,281659.438,5416.527653846154,322.97,13392.56,Poznań,Premium,2022-09-18 18:29:54.594594592,3.4901960784313726,105,0
K000480,60,2023-01-03,2023-06-25,335490.9745,5591.516241666667,489.57,15718.061000000002,Kraków,Standard,2022-09-19 07:35:29.729729728,2.9322033898305087,105,4
K000481,43,2023-01-03,2023-06-20,249010.55550000002,5790.943151162791,481.23,11556.487000000001,Gdańsk,Premium,2022-09-19 20:41:04.864864864,4.0,105,9
K000482,44,2023-01-03,2023-06-24,233697.7335,5311.312125,75.536,12071.622,Gdańsk,VIP,2022-09-20 09:46:40.000000000,4.0,104,5
K000483,35,2023-01-02,2023-06-28,182378.7815,5210.822328571429,635.1899999999999,12187.809000000001,Wrocław,Standard,2022-09-20 22:52:15.135135136,5.205882352941177,103,1
K000484,47,2023-01-05,2023-06-28,329685.474,7014.584553191489,615.36,16982.876,Wrocław,VIP,2022-09-21 11:57:50.270270268,3.782608695652174,105,1
K000485,52,2023-01-01,2023-06-27,327291.5655,6294.068567307693,11.637,16520.315000000002,Łódź,Standard,2022-09-22 01:03:25.405405404,3.4705882352941178,100,2
K000486,47,2023-01-03,2023-06-15,310748.8865,6611.678436170213,104.2185,18766.466,Szczecin,Standard,2022-09-22 14:09:00.540540540,3.5434782608695654,102,14
K000487,46,2023-01-06,2023-06-14,253602.59600000002,5513.099913043478,25.86,19810.288,Szczecin,Standard,2022-09-23 03:14:35.675675676,3.533333333333333,104,15
K000488,46,2023-01-04,2023-06-24,298046.108,6479.263217391304,738.4180000000001,17048.768,Warszawa,Premium,2022-09-23 16:20:10.810810808,3.8,102,5
K000489,55,2023-01-02,2023-06-28,340303.32,6187.333090909091,489.57,13402.0165,Szczecin,Standard,2022-09-24 05:25:45.945945944,3.2777777777777777,99,1
K000490,56,2023-01-03,2023-06-29,392708.813,7012.657375000001,163.19,16032.4575,Poznań,Standard,2022-09-24 18:31:21.081081080,3.2181818181818183,100,0
K000491,48,2023-01-01,2023-06-20,303524.6295,6323.42978125,366.94,14530.0835,Warszawa,Standard,2022-09-25 07:36:56.216216216,3.617021276595745,97,9
K000492,43,2023-01-03,2023-06-22,307601.7465,7153.528988372093,447.08,15968.75,Łódź,Standard,2022-09-25 20:42:31.351351352,4.0476190476190474,99,7
K000493,47,2023-01-03,2023-06-28,252505.0,5372.446808510638,211.923,13341.301000000001,Wrocław,Standard,2022-09-26 09:48:06.486486484,3.8260869565217392,98,1
K000494,44,2023-01-01,2023-06-19,288072.0945,6547.093056818182,235.47,15766.7235,Szczecin,Premium,2022-09-26 22:53:41.621621620,3.9302325581395348,96,10
K000495,35,2023-01-04,2023-06-29,235247.478,6721.356514285714,626.48,13268.17,Kraków,Premium,2022-09-27 11:59:16.756756756,5.176470588235294,98,0
K000496,46,2023-01-06,2023-06-26,239852.5525,5214.185923913044,334.44,12018.27,Wrocław,Standard,2022-09-28 01:04:51.891891892,3.8,99,3
K000497,42,2023-01-10,2023-06-28,259767.225,6184.933928571429,650.394,19411.170000000002,Poznań,VIP,2022-09-28 14:10:27.027027024,4.121951219512195,103,1
K000498,55,2023-01-09,2023-06-27,330795.657,6014.466490909091,146.871,16583.968,Wrocław,Standard,2022-09-29 03:16:02.162162160,3.1296296296296298,101,2
K000499,52,2023-01-01,2023-06-25,331604.4415,6377.0084903846155,348.384,17598.84,Poznań,VIP,2022-09-29 16:21:37.297297296,3.4313725490196076,93,4
